DPTO,MPIO,CODIGO_DE_LA_ARL,AÑO_DE_INFORME,MES_DE_INFORME,ACTIVEC,RELA_DEP,RELA_INDEP,PRESUACCIDETRASUCE,MUERTES_REPOR_AT,NUEVAPENSIOINVA_R_AT,NUEVAPENSIOINVA_R_EL,INCAPERMAPARCIAR_AT,INCAPERMAPARCIAR_EL
CAUCA,PUERTO TEJADA,1423,2024,05,5390001,0,0,0,0,0,0,0,0
NARIÑO,IPIALES,1423,2024,05,1952901,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,LA VICTORIA,1423,2024,05,3382101,14,1,0,0,0,0,0,0
CUNDINAMARCA,RICAURTE,1423,2024,05,5421002,4,0,0,0,0,0,0,0
ARAUCA,SARAVENA,1423,2024,05,4466301,19,0,0,0,0,0,0,0
CASANARE,MANI,1423,2024,05,2472101,0,0,0,0,0,0,0,0
BOYACA,MACANAL,1423,2024,05,3861001,13,1,0,0,0,0,0,0
ANTIOQUIA,BARBOSA,1423,2024,05,2014501,16,0,0,0,0,0,0,0
BOLIVAR,SAN JACINTO,1423,2024,05,1471901,7,0,0,0,0,0,0,0
BOYACA,VENTAQUEMADA,1423,2024,05,3360001,2,0,0,0,0,0,0,0
SUCRE,TOLU VIEJO,1423,2024,05,5239601,0,0,0,0,0,0,0,0
CUNDINAMARCA,TENA,1423,2024,05,2750001,5,0,0,0,0,0,0,0
BOYACA,TUNJA,1423,2024,05,5082001,0,0,0,0,0,0,0,0
BOYACA,DUITAMA,1423,2024,05,1465101,0,0,0,0,0,0,0,0
CUNDINAMARCA,SAN FRANCISCO,1423,2024,05,2014301,1,0,0,0,0,0,0,0
CAQUETA,CARTAGENA DEL CHAIRA,1423,2024,05,4352001,0,0,0,0,0,0,0,0
SUCRE,SINCELEJO,1423,2024,05,3104001,30,0,0,0,0,0,0,0
CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATE,1423,2024,05,1472301,4,0,0,0,0,0,0,0
CALDAS,ARANZAZU,1423,2024,05,1823001,0,0,0,0,0,0,0,0
BOYACA,PAIPA,1423,2024,05,1471101,23,0,0,0,0,0,0,0
CUNDINAMARCA,GUADUAS,1423,2024,05,1471901,2,0,0,0,0,0,0,0
SANTANDER,VILLANUEVA,1423,2024,05,3861001,28,11,0,0,0,0,0,0
CAUCA,LA VEGA,1423,2024,05,2012301,0,0,0,0,0,0,0,0
CASANARE,YOPAL,1423,2024,05,4461001,14,0,0,0,0,0,0,0
CORDOBA,CERETE,1423,2024,05,5251101,0,0,0,0,0,0,0,0
META,PUERTO GAITAN,1423,2024,05,2016302,6,0,0,0,0,0,0,0
ANTIOQUIA,RIONEGRO,1423,2024,05,1475401,0,0,0,0,0,0,0,0
CUNDINAMARCA,PACHO,1423,2024,05,1472902,0,0,0,0,0,0,0,0
CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATE,1423,2024,05,5421001,4,1,0,0,0,0,0,0
SUCRE,COROZAL,1423,2024,05,1475201,7,0,0,0,0,0,0,0
BOYACA,SOGAMOSO,1423,2024,05,3466101,83,1,0,0,0,0,0,0
NARIÑO,LA LLANADA,1423,2024,05,1949101,0,0,0,0,0,0,0,0
CESAR,AGUACHICA,1423,2024,05,2952101,0,0,0,0,0,0,0,0
ANTIOQUIA,ENVIGADO,1423,2024,05,2521001,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,GUADALAJARA DE BUGA,1423,2024,05,2014501,148,0,0,0,0,0,0,0
CUNDINAMARCA,SOPO,1423,2024,05,1475201,0,0,0,0,0,0,0,0
CUNDINAMARCA,MADRID,1423,2024,05,3931201,5,0,0,0,0,0,0,0
BOLIVAR,CARTAGENA,1423,2024,05,1641201,0,4,0,0,0,0,0,0
CUNDINAMARCA,SASAIMA,1423,2024,05,3012501,1,1,0,0,0,0,0,0
NARIÑO,TANGUA,1423,2024,05,3104001,0,0,0,0,0,0,0,0
CESAR,CHIRIGUANA,1423,2024,05,3619001,4,0,0,0,0,0,0,0
CUNDINAMARCA,GUADUAS,1423,2024,05,2853001,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,PRADERA,1423,2024,05,1471102,1,0,0,0,0,0,0,0
ANTIOQUIA,LA ESTRELLA,1423,2024,05,3561201,9,0,0,0,0,0,0,0
N. DE SANTANDER,SALAZAR,1423,2024,05,2104001,0,0,0,0,0,0,0,0
SANTANDER,BUCARAMANGA,1423,2024,05,3239601,0,0,0,0,0,0,0,0
ANTIOQUIA,AMAGA,1423,2024,05,1472201,2,0,0,0,0,0,0,0
CUNDINAMARCA,CAJICA,1423,2024,05,2014501,0,0,0,0,0,0,0,0
CALDAS,RIOSUCIO,1423,2024,05,2475201,4,0,0,0,0,0,0,0
SUCRE,SAN MARCOS,1423,2024,05,5411101,3,0,0,0,0,0,0,0
ANTIOQUIA,CISNEROS,1423,2024,05,5411101,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,PALMIRA,1423,2024,05,1466301,4,0,0,0,0,0,0,0
BOLIVAR,CARTAGENA,1423,2024,05,2014901,0,0,0,0,0,0,0,0
CAUCA,POPAYAN,1423,2024,05,3432201,4,0,0,0,0,0,0,0
SAN ANDRES,SAN ANDRES,1423,2024,05,4239101,0,0,0,0,0,0,0,0
ANTIOQUIA,SABANETA,1423,2024,05,2951101,3,0,0,0,0,0,0,0
CUNDINAMARCA,CHIA,1423,2024,05,4239201,38,0,0,0,0,0,0,0
CUNDINAMARCA,COTA,1423,2024,05,1461002,4,0,0,0,0,0,0,0
HUILA,NEIVA,1423,2024,05,2553001,7,0,0,0,0,0,0,0
PUTUMAYO,PUERTO ASIS,1423,2024,05,3161001,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,CALI,1423,2024,05,1960901,26,0,0,0,0,0,0,0
VICHADA,CUMARIBO,1423,2024,05,2012901,28,0,0,0,0,0,0,0
CHOCO,QUIBDO,1423,2024,05,3869101,17,1,0,0,0,0,0,0
NARIÑO,PASTO,1423,2024,05,2032201,0,0,0,0,0,0,0,0
CAUCA,PAEZ,1423,2024,05,1471101,23,0,0,0,0,0,0,0
SANTANDER,CIMITARRA,1423,2024,05,4492201,2,1,0,0,0,0,0,0
CUNDINAMARCA,LA CALERA,1423,2024,05,5711001,46,0,0,0,0,0,0,0
BOGOTA,"BOGOTA, D.C.",1423,2024,05,1131201,26,0,0,0,0,0,0,0
SANTANDER,PIEDECUESTA,1423,2024,05,5411101,152,0,0,0,0,0,0,0
RISARALDA,PEREIRA,1423,2024,05,3382101,4,0,0,0,0,0,0,0
SANTANDER,LEBRIJA,1423,2024,05,5842302,9,10,0,0,0,0,0,0
ANTIOQUIA,YARUMAL,1423,2024,05,2461001,3,0,0,0,0,0,0,0
SUCRE,SINCELEJO,1423,2024,05,5411201,180,8,0,0,0,0,0,0
CUNDINAMARCA,SOACHA,1423,2024,05,3382101,0,0,0,0,0,0,0,0
BOYACA,TUNJA,1423,2024,05,1941201,66,0,0,0,0,0,0,0
AMAZONAS,LETICIA,1423,2024,05,4432101,8,0,0,0,0,0,0,0
CAQUETA,SAN VICENTE DEL CAGUAN,1423,2024,05,1949101,5,0,0,0,0,0,0,0
HUILA,GIGANTE,1423,2024,05,2592001,2,0,0,0,0,0,0,0
CAQUETA,FLORENCIA,1423,2024,05,3108201,0,0,0,0,0,0,0,0
CUNDINAMARCA,ZIPAQUIRA,1423,2024,05,4201201,9,6,0,0,0,0,0,0
BOLIVAR,CARTAGENA,1423,2024,05,2741001,4,1,0,0,0,0,0,0
CASANARE,TAURAMENA,1423,2024,05,1475301,4,0,0,0,0,0,0,0
MAGDALENA,SANTA MARTA,1423,2024,05,3151301,0,0,0,0,0,0,0,0
CASANARE,YOPAL,1423,2024,05,2014201,16,0,0,0,0,0,0,0
BOLIVAR,RIO VIEJO (1),1423,2024,05,2012601,13,0,0,0,0,0,0,0
CASANARE,MONTERREY,1423,2024,05,2773005,0,0,0,0,0,0,0,0
CASANARE,TAURAMENA,1423,2024,05,1691001,2,0,0,0,0,0,0,0
MAGDALENA,REMOLINO,1423,2024,05,1841201,20,15,0,0,0,0,0,0
TOLIMA,SAN LUIS,1423,2024,05,1471101,4,0,0,0,0,0,0,0
ANTIOQUIA,ZARAGOZA,1423,2024,05,4293001,1,0,0,0,0,0,0,0
META,EL DORADO,1423,2024,05,1841201,24,68,0,0,0,0,0,0
VALLE DEL CAUCA,TULUA,1423,2024,05,2139101,0,0,0,0,0,0,0,0
N. DE SANTANDER,SARDINATA,1423,2024,05,1477301,2,0,0,0,0,0,0,0
BOGOTA,"BOGOTA, D.C.",1423,2024,05,3108901,475,15,0,0,0,0,0,0
CUNDINAMARCA,ANOLAIMA,1423,2024,05,2862201,0,0,0,0,0,0,0,0
SANTANDER,PIEDECUESTA,1423,2024,05,2141001,18,0,0,0,0,0,0,0
ANTIOQUIA,SABANETA,1423,2024,05,4432101,0,0,0,0,0,0,0,0
PUTUMAYO,SIBUNDOY,1423,2024,05,5081101,0,0,0,0,0,0,0,0
ATLANTICO,SOLEDAD,1423,2024,05,5301101,0,0,0,0,0,0,0,0
CUNDINAMARCA,FUSAGASUGA,1423,2024,05,3432201,0,0,0,0,0,0,0,0
SANTANDER,BUCARAMANGA,1423,2024,05,3475201,59,1,0,0,0,0,0,0
CUNDINAMARCA,TOCAIMA,1423,2024,05,1711001,0,0,0,0,0,0,0,0
CALDAS,MANIZALES,1423,2024,05,4222101,9,0,0,0,0,0,0,0
CASANARE,YOPAL,1423,2024,05,2016101,88,0,0,0,0,0,0,0
NARIÑO,PASTO,1423,2024,05,2522101,10,0,0,0,0,0,0,0
NARIÑO,PASTO,1423,2024,05,1464901,2,0,0,0,0,0,0,0
SANTANDER,BARBOSA,1423,2024,05,3611001,0,0,0,0,0,0,0,0
PUTUMAYO,VALLE DEL GUAMUEZ,1423,2024,05,1466401,1,0,0,0,0,0,0,0
SANTANDER,FLORIDABLANCA,1423,2024,05,1960201,1,0,0,0,0,0,0,0
VALLE DEL CAUCA,TULUA,1423,2024,05,2101101,4,1,0,0,0,0,0,0
ANTIOQUIA,PEÐOL,1423,2024,05,2551101,12,0,0,0,0,0,0,0
ANTIOQUIA,AMAGA,1423,2024,05,2016102,30,0,0,0,0,0,0,0
NARIÑO,SAN ANDRES DE TUMACO,1423,2024,05,3271101,0,0,0,0,0,0,0,0
BOGOTA,"BOGOTA, D.C.",1423,2024,05,3108904,30,0,0,0,0,0,0,0
VICHADA,SANTA ROSALIA,1423,2024,05,4103001,78,0,0,0,0,0,0,0
SANTANDER,CERRITO,1423,2024,05,3861001,1,7,0,0,0,0,0,0
CAQUETA,FLORENCIA,1423,2024,05,1477402,5,0,0,0,0,0,0,0
BOYACA,PAZ DE RIO,1423,2024,05,1642401,1,0,0,0,0,0,0,0
MAGDALENA,ALGARROBO,1423,2024,05,2851101,12,0,0,0,0,0,0,0
ANTIOQUIA,YONDO,1423,2024,05,5091001,2,0,0,0,0,0,0,0
VALLE DEL CAUCA,GUADALAJARA DE BUGA,1423,2024,05,1477101,22,0,0,0,0,0,0,0
ANTIOQUIA,JARDIN,1423,2024,05,2015001,8,0,0,0,0,0,0,0
BOYACA,VILLA DE LEYVA,1423,2024,05,2472101,4,0,0,0,0,0,0,0
MAGDALENA,SANTA MARTA,1423,2024,05,4239101,65,0,0,0,0,0,0,0
N. DE SANTANDER,CHINACOTA,1423,2024,05,3108401,1,0,0,0,0,0,0,0
SUCRE,SAN ONOFRE,1423,2024,05,1471101,12,0,0,0,0,0,0,0
META,CUMARAL,1423,2024,05,1454101,0,0,0,0,0,0,0,0
ANTIOQUIA,ARBOLETES,1423,2024,05,2466901,0,0,0,0,0,0,0,0
SUCRE,SAN LUIS DE SINCE,1423,2024,05,1731001,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,PALMIRA,1423,2024,05,1620101,10,0,0,0,0,0,0,0
TOLIMA,FLANDES,1423,2024,05,3105101,0,0,0,0,0,0,0,0
CUNDINAMARCA,GUATAQUI,1423,2024,05,2466301,1,0,0,0,0,0,0,0
BOYACA,TUNJA,1423,2024,05,1472201,1,0,0,0,0,0,0,0
CORDOBA,CANALETE,1423,2024,05,3861001,12,99,0,0,0,0,0,0
CALDAS,CHINCHINA,1423,2024,05,3473101,0,0,0,0,0,0,0,0
BOYACA,TUNJA,1423,2024,05,5439002,33,0,0,0,0,0,0,0
VAUPES,MITU,1423,2024,05,1949101,7,4,0,0,0,0,0,0
ATLANTICO,CAMPO DE LA CRUZ,1423,2024,05,1970001,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,PALMIRA,1423,2024,05,4492301,104,0,0,0,0,0,0,0
VALLE DEL CAUCA,CARTAGO,1423,2024,05,3581901,0,0,0,0,0,0,0,0
N. DE SANTANDER,ABREGO,1423,2024,05,1949101,7,0,0,0,0,0,0,0
SAN ANDRES,SAN ANDRES,1423,2024,05,1473201,2,0,0,0,0,0,0,0
SUCRE,SANTIAGO DE TOLU,1423,2024,05,2773001,41,0,0,0,0,0,0,0
LA GUAJIRA,BARRANCAS,1423,2024,05,3321001,1,0,0,0,0,0,0,0
ANTIOQUIA,VENECIA,1423,2024,05,1476101,1,0,0,0,0,0,0,0
BOYACA,TUNJA,1423,2024,05,2108102,11,1,0,0,0,0,0,0
ANTIOQUIA,APARTADO,1423,2024,05,1649901,20,0,0,0,0,0,0,0
HUILA,LA ARGENTINA,1423,2024,05,1472201,0,0,0,0,0,0,0,0
ANTIOQUIA,LA CEJA,1423,2024,05,1478101,0,0,0,0,0,0,0,0
ANTIOQUIA,LA ESTRELLA,1423,2024,05,3274001,3,0,0,0,0,0,0,0
QUINDIO,ARMENIA,1423,2024,05,3619001,2,0,0,0,0,0,0,0
PUTUMAYO,COLON,1423,2024,05,3014901,0,0,0,0,0,0,0,0
SANTANDER,CERRITO,1423,2024,05,3104001,3,0,0,0,0,0,0,0
ANTIOQUIA,RIONEGRO,1423,2024,05,1477401,16,0,0,0,0,0,0,0
N. DE SANTANDER,DURANIA,1423,2024,05,3360001,2,0,0,0,0,0,0,0
SAN ANDRES,SAN ANDRES,1423,2024,05,1910101,2,3,0,0,0,0,0,0
CUNDINAMARCA,SOACHA,1423,2024,05,3561901,20,5,0,0,0,0,0,0
CASANARE,HATO COROZAL,1423,2024,05,1889001,0,0,0,0,0,0,0,0
BOYACA,TIBASOSA,1423,2024,05,3475201,0,0,0,0,0,0,0,0
CUNDINAMARCA,CAJICA,1423,2024,05,4501201,0,0,0,0,0,0,0,0
META,ACACIAS,1423,2024,05,3360001,165,32,0,0,0,0,0,0
PUTUMAYO,VILLAGARZON,1423,2024,05,3105101,4,0,0,0,0,0,0,0
CORDOBA,MOÑITOS,1423,2024,05,2016102,0,0,0,0,0,0,0,0
ANTIOQUIA,LA CEJA,1423,2024,05,1829902,3,9,0,0,0,0,0,0
BOYACA,SOCHA,1423,2024,05,3108401,6,0,0,0,0,0,0,0
VALLE DEL CAUCA,ANDALUCIA,1423,2024,05,1691001,3,0,0,0,0,0,0,0
N. DE SANTANDER,TIBU,1423,2024,05,1941101,2,0,0,0,0,0,0,0
VALLE DEL CAUCA,BUENAVENTURA,1423,2024,05,1881001,0,0,0,0,0,0,0,0
GUAVIARE,SAN JOSE DEL GUAVIARE,1423,2024,05,2014902,0,3,0,0,0,0,0,0
N. DE SANTANDER,PAMPLONA,1423,2024,05,4329002,4,0,0,0,0,0,0,0
NARIÑO,PASTO,1423,2024,05,1881001,89,86,0,0,0,0,0,0
TOLIMA,ESPINAL,1423,2024,05,1960901,0,0,0,0,0,0,0,0
ANTIOQUIA,ZARAGOZA,1423,2024,05,2015001,3,0,0,0,0,0,0,0
ANTIOQUIA,ITAGUI,1423,2024,05,2014201,3,0,0,0,0,0,0,0
CALDAS,MANIZALES,1423,2024,05,3163001,11,0,0,0,0,0,0,0
VALLE DEL CAUCA,EL CERRITO,1423,2024,05,5431202,0,0,0,0,0,0,0,0
CUNDINAMARCA,FACATATIVA,1423,2024,05,4181101,0,0,0,0,0,0,0,0
CAUCA,SANTA ROSA,1423,2024,05,1949902,5,17,0,0,0,0,0,0
BOLIVAR,CICUCO,1423,2024,05,1841201,22,0,0,0,0,0,0,0
ANTIOQUIA,MEDELLIN,1423,2024,05,2591401,4,0,0,0,0,0,0,0
NARIÑO,SAN ANDRES DE TUMACO,1423,2024,05,4161001,0,0,0,0,0,0,0,0
TOLIMA,CHAPARRAL,1423,2024,05,3453001,2,0,0,0,0,0,0,0
SANTANDER,BARICHARA,1423,2024,05,2015001,0,0,0,0,0,0,0,0
SANTANDER,BUCARAMANGA,1423,2024,05,2108901,46,0,0,0,0,0,0,0
HUILA,NEIVA,1423,2024,05,4201201,27,0,0,0,0,0,0,0
ANTIOQUIA,CHIGORODO,1423,2024,05,3102001,0,0,0,0,0,0,0,0
CAUCA,POPAYAN,1423,2024,05,2021001,7,12,0,0,0,0,0,0
CORDOBA,TIERRALTA,1423,2024,05,4259201,0,0,0,0,0,0,0,0
N. DE SANTANDER,LOS PATIOS,1423,2024,05,5712003,1,0,0,0,0,0,0,0
TOLIMA,SAN LUIS,1423,2024,05,1970001,6,0,0,0,0,0,0,0
ARAUCA,TAME,1423,2024,05,3382101,0,0,0,0,0,0,0,0
ARAUCA,TAME,1423,2024,05,5439002,8,0,0,0,0,0,0,0
VALLE DEL CAUCA,ANDALUCIA,1423,2024,05,5431202,16,0,0,0,0,0,0,0
MAGDALENA,PLATO,1423,2024,05,2551101,1,0,0,0,0,0,0,0
ANTIOQUIA,APARTADO,1423,2024,05,1475201,19,0,0,0,0,0,0,0
TOLIMA,HONDA,1423,2024,05,1461001,2,0,0,0,0,0,0,0
CUNDINAMARCA,QUETAME,1423,2024,05,4492301,1,0,0,0,0,0,0,0
CORDOBA,LORICA,1423,2024,05,1471901,5,0,0,0,0,0,0,0
QUINDIO,ARMENIA,1423,2024,05,2862102,13,369,0,0,0,0,0,0
LA GUAJIRA,VILLANUEVA,1423,2024,05,4492101,8,0,0,0,0,0,0,0
ATLANTICO,MALAMBO,1423,2024,05,2466301,0,0,0,0,0,0,0,0
CUNDINAMARCA,SOACHA,1423,2024,05,5201103,0,0,0,0,0,0,0,0
NARIÑO,MOSQUERA,1423,2024,05,3861001,0,1,0,0,0,0,0,0
HUILA,NEIVA,1423,2024,05,3353001,0,0,0,0,0,0,0,0
N. DE SANTANDER,VILLA DEL ROSARIO,1423,2024,05,1681001,11,0,0,0,0,0,0,0
CUNDINAMARCA,CAJICA,1423,2024,05,2108101,1,0,0,0,0,0,0,0
CAUCA,SANTANDER DE QUILICHAO,1423,2024,05,4466301,1,0,0,0,0,0,0,0
BOYACA,TUTAZA,1423,2024,05,1841201,3,4,0,0,0,0,0,0
HUILA,IQUIRA,1423,2024,05,1970001,3,0,0,0,0,0,0,0
BOGOTA,"BOGOTA, D.C.",1423,2024,05,2862202,95,3,0,0,0,0,0,0
SANTANDER,SAN VICENTE DE CHUCURI,1423,2024,05,1691001,4,0,0,0,0,0,0,0
CUNDINAMARCA,FUQUENE,1423,2024,05,2551901,0,0,0,0,0,0,0,0
CAQUETA,SAN JOSE DEL FRAGUA,1423,2024,05,1472201,0,0,0,0,0,0,0,0
HUILA,PALERMO,1423,2024,05,1749001,0,0,0,0,0,0,0,0
SANTANDER,BARRANCABERMEJA,1423,2024,05,5251201,0,0,0,0,0,0,0,0
BOGOTA,"BOGOTA, D.C.",1423,2024,05,3275001,239,1,0,0,0,0,0,0
HUILA,PITALITO,1423,2024,05,2014501,260,0,0,0,0,0,0,0
HUILA,TESALIA,1423,2024,05,1970001,5,0,0,0,0,0,0,0
ANTIOQUIA,COCORNA,1423,2024,05,1682001,2,0,0,0,0,0,0,0
CAQUETA,FLORENCIA,1423,2024,05,2016101,67,1,0,0,0,0,0,0
SANTANDER,SOCORRO,1423,2024,05,1949901,0,0,0,0,0,0,0,0
CASANARE,YOPAL,1423,2024,05,4492301,621,23,0,0,0,0,0,0
N. DE SANTANDER,LOS PATIOS,1423,2024,05,1477201,3,0,0,0,0,0,0,0
RISARALDA,PEREIRA,1423,2024,05,3312001,15,4,0,0,0,0,0,0
CESAR,LA JAGUA DE IBIRICO,1423,2024,05,4492102,5,1,0,0,0,0,0,0
SANTANDER,FLORIDABLANCA,1423,2024,05,2011101,8,0,0,0,0,0,0,0
ANTIOQUIA,EL SANTUARIO,1423,2024,05,2851101,0,0,0,0,0,0,0,0
BOYACA,DUITAMA,1423,2024,05,3104002,3,1,0,0,0,0,0,0
LA GUAJIRA,DISTRACCION,1423,2024,05,4531001,0,0,0,0,0,0,0,0
CORDOBA,SAN CARLOS,1423,2024,05,5711001,4,0,0,0,0,0,0,0
HUILA,TESALIA,1423,2024,05,1472201,0,0,0,0,0,0,0,0
SANTANDER,BARRANCABERMEJA,1423,2024,05,1472201,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,ZARZAL,1423,2024,05,2851101,27,0,0,0,0,0,0,0
BOYACA,TUNJA,1423,2024,05,5813001,19,0,0,0,0,0,0,0
ANTIOQUIA,RIONEGRO,1423,2024,05,2851101,1,0,0,0,0,0,0,0
ANTIOQUIA,BELMIRA,1423,2024,05,2773004,1,0,0,0,0,0,0,0
VALLE DEL CAUCA,EL CERRITO,1423,2024,05,2014501,1,0,0,0,0,0,0,0
CAQUETA,BELEN DE LOS ANDAQUIES,1423,2024,05,1970001,13,0,0,0,0,0,0,0
BOLIVAR,TURBACO,1423,2024,05,5433001,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,BUENAVENTURA,1423,2024,05,1620101,0,0,0,0,0,0,0,0
CUNDINAMARCA,VILLETA,1423,2024,05,3931201,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,CAICEDONIA,1423,2024,05,3360001,1,0,0,0,0,0,0,0
CAQUETA,FLORENCIA,1423,2024,05,3931101,2,0,0,0,0,0,0,0
BOGOTA,"BOGOTA, D.C.",1423,2024,05,3279001,112,1,0,0,0,0,0,0
CASANARE,VILLANUEVA,1423,2024,05,2462001,18,5,0,0,0,0,0,0
CUNDINAMARCA,FACATATIVA,1423,2024,05,5016101,113,0,0,0,0,0,0,0
ANTIOQUIA,ANDES,1423,2024,05,4812901,10,0,0,0,0,0,0,0
CALDAS,PACORA,1423,2024,05,1477301,0,0,0,0,0,0,0,0
CESAR,AGUACHICA,1423,2024,05,1477301,7,0,0,0,0,0,0,0
CUNDINAMARCA,SOPO,1423,2024,05,1462002,2,0,0,0,0,0,0,0
META,CUMARAL,1423,2024,05,1477301,8,0,0,0,0,0,0,0
BOGOTA,"BOGOTA, D.C.",1423,2024,05,3271101,162,3,0,0,0,0,0,0
SANTANDER,SABANA DE TORRES,1423,2024,05,5089902,5,0,0,0,0,0,0,0
CALDAS,MANIZALES,1423,2024,05,2855201,3,0,0,0,0,0,0,0
CASANARE,LA SALINA,1423,2024,05,2012101,0,0,0,0,0,0,0,0
PUTUMAYO,PUERTO CAICEDO,1423,2024,05,1889001,1,0,0,0,0,0,0,0
CHOCO,ISTMINA,1423,2024,05,1631102,0,0,0,0,0,0,0,0
CUNDINAMARCA,CUCUNUBA,1423,2024,05,5411201,59,0,0,0,0,0,0,0
ARAUCA,ARAUCA,1423,2024,05,2108901,4,0,0,0,0,0,0,0
BOLIVAR,VILLANUEVA,1423,2024,05,2014101,1,0,0,0,0,0,0,0
CUNDINAMARCA,CHIA,1423,2024,05,3383001,0,0,0,0,0,0,0,0
CALDAS,VILLAMARIA,1423,2024,05,2862201,5,0,0,0,0,0,0,0
META,VISTAHERMOSA,1423,2024,05,3382101,0,0,0,0,0,0,0,0
CUNDINAMARCA,QUETAME,1423,2024,05,1970001,0,0,0,0,0,0,0,0
CORDOBA,MONTELIBANO (1),1423,2024,05,2011301,0,0,0,0,0,0,0,0
ANTIOQUIA,CAREPA,1423,2024,05,1466401,5,0,0,0,0,0,0,0
CORDOBA,SAN CARLOS,1423,2024,05,1691001,1,0,0,0,0,0,0,0
ANTIOQUIA,BELLO,1423,2024,05,5439004,8,0,0,0,0,0,0,0
CHOCO,MEDIO BAUDO,1423,2024,05,1829902,0,16,0,0,0,0,0,0
VALLE DEL CAUCA,CALI,1423,2024,05,1471901,651,0,0,0,0,0,0,0
NARIÑO,PASTO,1423,2024,05,5681001,0,0,0,0,0,0,0,0
CUNDINAMARCA,NOCAIMA,1423,2024,05,2552001,0,0,0,0,0,0,0,0
CASANARE,AGUAZUL,1423,2024,05,2951101,0,0,0,0,0,0,0,0
CESAR,RIO DE ORO,1423,2024,05,1841201,0,38,0,0,0,0,0,0
CESAR,VALLEDUPAR,1423,2024,05,3210001,1,0,0,0,0,0,0,0
CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATE,1423,2024,05,1823001,8,0,0,0,0,0,0,0
ANTIOQUIA,APARTADO,1423,2024,05,3931101,1,0,0,0,0,0,0,0
CAUCA,BOLIVAR,1423,2024,05,1949101,3,0,0,0,0,0,0,0
ANTIOQUIA,SABANETA,1423,2024,05,4370001,6,0,0,0,0,0,0,0
ATLANTICO,BARRANQUILLA,1423,2024,05,3202301,18,0,0,0,0,0,0,0
ANTIOQUIA,ENVIGADO,1423,2024,05,1952401,0,0,0,0,0,0,0,0
LA GUAJIRA,ALBANIA,1423,2024,05,2014101,0,0,0,0,0,0,0,0
CHOCO,QUIBDO,1423,2024,05,3931903,0,0,0,0,0,0,0,0
TOLIMA,FRESNO,1423,2024,05,1466401,4,0,0,0,0,0,0,0
CUNDINAMARCA,LA CALERA,1423,2024,05,2016102,0,0,0,0,0,0,0,0
CAQUETA,CURILLO,1423,2024,05,1889001,0,0,0,0,0,0,0,0
CUNDINAMARCA,PANDI,1423,2024,05,2016101,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,GUADALAJARA DE BUGA,1423,2024,05,3105101,4,0,0,0,0,0,0,0
CAUCA,ROSAS,1423,2024,05,3360001,1,0,0,0,0,0,0,0
VALLE DEL CAUCA,PALMIRA,1423,2024,05,3453001,16,1,0,0,0,0,0,0
BOLIVAR,SANTA ROSA DEL SUR,1423,2024,05,1471101,0,0,0,0,0,0,0,0
ANTIOQUIA,ZARAGOZA,1423,2024,05,3110401,0,0,0,0,0,0,0,0
MAGDALENA,EL BANCO,1423,2024,05,2014101,39,0,0,0,0,0,0,0
CUNDINAMARCA,MOSQUERA,1423,2024,05,1477401,0,0,0,0,0,0,0,0
ANTIOQUIA,GOMEZ PLATA,1423,2024,05,1970001,11,0,0,0,0,0,0,0
CUNDINAMARCA,FUNZA,1423,2024,05,1472201,0,0,0,0,0,0,0,0
ATLANTICO,SABANAGRANDE,1423,2024,05,5522401,2,0,0,0,0,0,0,0
VALLE DEL CAUCA,BUGALAGRANDE,1423,2024,05,2851101,43,15,0,0,0,0,0,0
LA GUAJIRA,SAN JUAN DEL CESAR,1423,2024,05,2032103,0,0,0,0,0,0,0,0
SUCRE,SINCELEJO,1423,2024,05,1471901,119,13,0,0,0,0,0,0
SUCRE,SAN LUIS DE SINCE,1423,2024,05,1701001,0,0,0,0,0,0,0,0
N. DE SANTANDER,LOS PATIOS,1423,2024,05,5251201,0,0,0,0,0,0,0,0
CAUCA,SUAREZ,1423,2024,05,3360001,6,11,0,0,0,0,0,0
ANTIOQUIA,CHIGORODO,1423,2024,05,1476101,11,0,0,0,0,0,0,0
N. DE SANTANDER,OCAÑA,1423,2024,05,1641101,1,0,0,0,0,0,0,0
CHOCO,QUIBDO,1423,2024,05,2016101,9,0,0,0,0,0,0,0
ANTIOQUIA,RIONEGRO,1423,2024,05,3453001,49,0,0,0,0,0,0,0
ANTIOQUIA,CONCORDIA,1423,2024,05,3012501,5,0,0,0,0,0,0,0
MAGDALENA,SANTA MARTA,1423,2024,05,2170901,4,0,0,0,0,0,0,0
ATLANTICO,MALAMBO,1423,2024,05,2472301,4,1,0,0,0,0,0,0
