iddepto,nomdepto,idmpio,nompio,tiporegimen,tipopoblación,año,mes,total
91,AMAZONAS,91000,91000 - AMAZONAS (TOTAL CD.),HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
91,AMAZONAS,91001,91001 - LETICIA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,15
05,ANTIOQUIA,05001,05001 - MEDELLÍN,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,2351
05,ANTIOQUIA,05002,05002 - ABEJORRAL,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,2
05,ANTIOQUIA,05004,05004 - ABRIAQUÍ,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,4
05,ANTIOQUIA,05021,05021 - ALEJANDRÍA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,2
05,ANTIOQUIA,05030,05030 - AMAGÁ,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
05,ANTIOQUIA,05034,05034 - ANDES,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,37
05,ANTIOQUIA,05036,05036 - ANGELÓPOLIS,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,4
05,ANTIOQUIA,05040,05040 - ANORÍ,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
05,ANTIOQUIA,05042,05042 - SANTAFÉ DE ANTIOQUIA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,7
05,ANTIOQUIA,05045,05045 - APARTADÓ,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,17
05,ANTIOQUIA,05059,05059 - ARMENIA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
05,ANTIOQUIA,05079,05079 - BARBOSA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,16
05,ANTIOQUIA,05088,05088 - BELLO,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,119
05,ANTIOQUIA,05093,05093 - BETULIA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
05,ANTIOQUIA,05101,05101 - CIUDAD BOLÍVAR,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,45
05,ANTIOQUIA,05113,05113 - BURITICÁ,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,3
05,ANTIOQUIA,05120,05120 - CÁCERES,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,22
05,ANTIOQUIA,05129,05129 - CALDAS,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,32
05,ANTIOQUIA,05138,05138 - CAÑASGORDAS,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
05,ANTIOQUIA,05147,05147 - CAREPA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,10
05,ANTIOQUIA,05148,05148 - EL CARMEN DE VIBORAL,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,2
05,ANTIOQUIA,05154,05154 - CAUCASIA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,11
05,ANTIOQUIA,05172,05172 - CHIGORODÓ,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,8
05,ANTIOQUIA,05190,05190 - CISNEROS,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
05,ANTIOQUIA,05197,05197 - COCORNÁ,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,3
05,ANTIOQUIA,05206,05206 - CONCEPCIÓN,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
05,ANTIOQUIA,05209,05209 - CONCORDIA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,55
05,ANTIOQUIA,05212,05212 - COPACABANA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,128
05,ANTIOQUIA,05234,05234 - DABEIBA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,3
05,ANTIOQUIA,05250,05250 - EL BAGRE,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,22
05,ANTIOQUIA,05264,05264 - ENTRERRÍOS,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,3
05,ANTIOQUIA,05266,05266 - ENVIGADO,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,248
05,ANTIOQUIA,05282,05282 - FREDONIA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,84
05,ANTIOQUIA,05284,05284 - FRONTINO,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,9
05,ANTIOQUIA,05308,05308 - GIRARDOTA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,29
05,ANTIOQUIA,05310,05310 - GÓMEZ PLATA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,2
05,ANTIOQUIA,05313,05313 - GRANADA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
05,ANTIOQUIA,05315,05315 - GUADALUPE,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
05,ANTIOQUIA,05318,05318 - GUARNE,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,18
05,ANTIOQUIA,05353,05353 - HISPANIA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,2
05,ANTIOQUIA,05360,05360 - ITAGUÍ,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,181
05,ANTIOQUIA,05364,05364 - JARDÍN,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,102
05,ANTIOQUIA,05368,05368 - JERICÓ,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,2
05,ANTIOQUIA,05376,05376 - LA CEJA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,30
05,ANTIOQUIA,05380,05380 - LA ESTRELLA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,39
05,ANTIOQUIA,05400,05400 - LA UNIÓN,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,7
05,ANTIOQUIA,05411,05411 - LIBORINA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,5
05,ANTIOQUIA,05425,05425 - MACEO,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
05,ANTIOQUIA,05440,05440 - MARINILLA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,27
05,ANTIOQUIA,05475,05475 - MURINDÓ,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,3
05,ANTIOQUIA,05480,05480 - MUTATÁ,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,6
05,ANTIOQUIA,05490,05490 - NECOCLÍ,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,11
05,ANTIOQUIA,05495,05495 - NECHÍ,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
05,ANTIOQUIA,05541,05541 - PEÑOL,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,13
05,ANTIOQUIA,05543,05543 - PEQUE,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,2
05,ANTIOQUIA,05576,05576 - PUEBLORRICO,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
05,ANTIOQUIA,05579,05579 - PUERTO BERRÍO,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,81
05,ANTIOQUIA,05585,05585 - PUERTO NARE,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,4
05,ANTIOQUIA,05607,05607 - RETIRO,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,10
05,ANTIOQUIA,05615,05615 - RIONEGRO,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,162
05,ANTIOQUIA,05631,05631 - SABANETA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,47
05,ANTIOQUIA,05642,05642 - SALGAR,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,4
05,ANTIOQUIA,05647,05647 - SAN ANDRÉS,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,3
05,ANTIOQUIA,05649,05649 - SAN CARLOS,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,5
05,ANTIOQUIA,05652,05652 - SAN FRANCISCO,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,2
05,ANTIOQUIA,05656,05656 - SAN JERÓNIMO,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
05,ANTIOQUIA,05658,05658 - SAN JOSÉ DE LA MONTAÑA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
05,ANTIOQUIA,05659,05659 - SAN JUAN DE URABÁ,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
05,ANTIOQUIA,05660,05660 - SAN LUIS,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
05,ANTIOQUIA,05664,05664 - SAN PEDRO,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,2
05,ANTIOQUIA,05670,05670 - SAN ROQUE,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,5
05,ANTIOQUIA,05674,05674 - SAN VICENTE,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
05,ANTIOQUIA,05679,05679 - SANTA BÁRBARA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,9
05,ANTIOQUIA,05686,05686 - SANTA ROSA DE OSOS,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,3
05,ANTIOQUIA,05697,05697 - EL SANTUARIO,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,3
05,ANTIOQUIA,05736,05736 - SEGOVIA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,5
05,ANTIOQUIA,05756,05756 - SONSÓN,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,10
05,ANTIOQUIA,05761,05761 - SOPETRÁN,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,3
05,ANTIOQUIA,05809,05809 - TITIRIBÍ,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,3
05,ANTIOQUIA,05837,05837 - TURBO,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,542
05,ANTIOQUIA,05842,05842 - URAMITA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,5
05,ANTIOQUIA,05847,05847 - URRAO,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,111
05,ANTIOQUIA,05856,05856 - VALPARAÍSO,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,6
05,ANTIOQUIA,05861,05861 - VENECIA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
05,ANTIOQUIA,05873,05873 - VIGÍA DEL FUERTE,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
05,ANTIOQUIA,05885,05885 - YALÍ,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,2
05,ANTIOQUIA,05887,05887 - YARUMAL,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,7
05,ANTIOQUIA,05890,05890 - YOLOMBÓ,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
05,ANTIOQUIA,05895,05895 - ZARAGOZA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
81,ARAUCA,81001,81001 - ARAUCA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,13
81,ARAUCA,81065,81065 - ARAUQUITA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,13
81,ARAUCA,81220,81220 - CRAVO NORTE,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,2
81,ARAUCA,81300,81300 - FORTUL,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,17
81,ARAUCA,81736,81736 - SARAVENA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,9
81,ARAUCA,81794,81794 - TAME,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,5
08,ATLANTICO,08001,08001 - BARRANQUILLA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,3953
08,ATLANTICO,08078,08078 - BARANOA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
08,ATLANTICO,08137,08137 - CAMPO DE LA CRUZ,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,2
08,ATLANTICO,08372,08372 - JUAN DE ACOSTA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,3
08,ATLANTICO,08421,08421 - LURUACO,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,14
08,ATLANTICO,08433,08433 - MALAMBO,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,30
08,ATLANTICO,08436,08436 - MANATÍ,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,2
08,ATLANTICO,08520,08520 - PALMAR DE VARELA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,16
08,ATLANTICO,08558,08558 - POLONUEVO,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
08,ATLANTICO,08560,08560 - PONEDERA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,31
08,ATLANTICO,08573,08573 - PUERTO COLOMBIA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,7
08,ATLANTICO,08606,08606 - REPELÓN,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,2
08,ATLANTICO,08634,08634 - SABANAGRANDE,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,3
08,ATLANTICO,08638,08638 - SABANALARGA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,6
08,ATLANTICO,08675,08675 - SANTA LUCÍA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,3
08,ATLANTICO,08685,08685 - SANTO TOMÁS,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,41
08,ATLANTICO,08758,08758 - SOLEDAD,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,476
08,ATLANTICO,08832,08832 - TUBARÁ,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,3
08,ATLANTICO,08849,08849 - USIACURÍ,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,10
11,BOGOTA D.C.,11001,11001 - BOGOTÁ D.C.,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,8322
13,BOLIVAR,13001,13001 - CARTAGENA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,619
13,BOLIVAR,13006,13006 - ACHÍ,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,4
13,BOLIVAR,13042,13042 - ARENAL,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,2
13,BOLIVAR,13052,13052 - ARJONA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,31
13,BOLIVAR,13140,13140 - CALAMAR,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,2
13,BOLIVAR,13160,13160 - CANTAGALLO,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,20
13,BOLIVAR,13212,13212 - CÓRDOBA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,20
13,BOLIVAR,13222,13222 - CLEMENCIA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,2
13,BOLIVAR,13244,13244 - EL CARMEN DE BOLÍVAR,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
13,BOLIVAR,13268,13268 - EL PEÑÓN,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,8
13,BOLIVAR,13430,13430 - MAGANGUÉ,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,24
13,BOLIVAR,13442,13442 - MARÍA LA BAJA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,5
13,BOLIVAR,13458,13458 - MONTECRISTO,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
13,BOLIVAR,13468,13468 - MOMPÓS,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,2
13,BOLIVAR,13473,13473 - MORALES,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
13,BOLIVAR,13647,13647 - SAN ESTANISLAO,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,21
13,BOLIVAR,13650,13650 - SAN FERNANDO,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,2
13,BOLIVAR,13657,13657 - SAN JUAN NEPOMUCENO,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,7
13,BOLIVAR,13667,13667 - SAN MARTÍN DE LOBA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,15
13,BOLIVAR,13670,13670 - SAN PABLO,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,11
13,BOLIVAR,13683,13683 - SANTA ROSA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
13,BOLIVAR,13688,13688 - SANTA ROSA DEL SUR,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,5
13,BOLIVAR,13744,13744 - SIMITÍ,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,53
13,BOLIVAR,13810,13810 - TIQUISIO,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
13,BOLIVAR,13836,13836 - TURBACO,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,11
13,BOLIVAR,13873,13873 - VILLANUEVA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
13,BOLIVAR,13894,13894 - ZAMBRANO,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,3
15,BOYACA,15001,15001 - TUNJA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,78
15,BOYACA,15051,15051 - ARCABUCO,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
15,BOYACA,15135,15135 - CAMPOHERMOSO,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,3
15,BOYACA,15162,15162 - CERINZA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
15,BOYACA,15176,15176 - CHIQUINQUIRÁ,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,29
15,BOYACA,15185,15185 - CHITARAQUE,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
15,BOYACA,15189,15189 - CIÉNEGA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
15,BOYACA,15215,15215 - CORRALES,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
15,BOYACA,15238,15238 - DUITAMA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,21
15,BOYACA,15299,15299 - GARAGOA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
15,BOYACA,15322,15322 - GUATEQUE,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
15,BOYACA,15325,15325 - GUAYATÁ,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
15,BOYACA,15367,15367 - JENESANO,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
15,BOYACA,15377,15377 - LABRANZAGRANDE,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
15,BOYACA,15407,15407 - VILLA DE LEIVA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
15,BOYACA,15442,15442 - MARIPÍ,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
15,BOYACA,15466,15466 - MONGUÍ,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,12
15,BOYACA,15469,15469 - MONIQUIRÁ,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
15,BOYACA,15480,15480 - MUZO,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
15,BOYACA,15491,15491 - NOBSA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
15,BOYACA,15507,15507 - OTANCHE,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
15,BOYACA,15511,15511 - PACHAVITA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
15,BOYACA,15516,15516 - PAIPA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
15,BOYACA,15531,15531 - PAUNA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
15,BOYACA,15542,15542 - PESCA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
15,BOYACA,15572,15572 - PUERTO BOYACÁ,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,30
15,BOYACA,15580,15580 - QUIPAMA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
15,BOYACA,15664,15664 - SAN JOSÉ DE PARE,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
15,BOYACA,15673,15673 - SAN MATEO,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,13
15,BOYACA,15686,15686 - SANTANA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
15,BOYACA,15753,15753 - SOATÁ,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
15,BOYACA,15757,15757 - SOCHA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
15,BOYACA,15759,15759 - SOGAMOSO,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,63
15,BOYACA,15763,15763 - SOTAQUIRÁ,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
15,BOYACA,15774,15774 - SUSACÓN,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
15,BOYACA,15820,15820 - TÓPAGA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
15,BOYACA,15835,15835 - TURMEQUÉ,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,12
15,BOYACA,15837,15837 - TUTA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
17,CALDAS,17001,17001 - MANIZALES,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,875
17,CALDAS,17013,17013 - AGUADAS,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,14
17,CALDAS,17042,17042 - ANSERMA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,29
17,CALDAS,17050,17050 - ARANZAZU,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,2
17,CALDAS,17174,17174 - CHINCHINÁ,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,98
17,CALDAS,17272,17272 - FILADELFIA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,8
17,CALDAS,17380,17380 - LA DORADA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,64
17,CALDAS,17388,17388 - LA MERCED,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,2
17,CALDAS,17433,17433 - MANZANARES,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,9
17,CALDAS,17442,17442 - MARMATO,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
17,CALDAS,17444,17444 - MARQUETALIA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,2
17,CALDAS,17486,17486 - NEIRA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,4
17,CALDAS,17513,17513 - PÁCORA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,8
17,CALDAS,17524,17524 - PALESTINA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,6
17,CALDAS,17614,17614 - RIOSUCIO,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,51
17,CALDAS,17653,17653 - SALAMINA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,26
17,CALDAS,17665,17665 - SAN JOSÉ DE FRAGUA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,3
17,CALDAS,17777,17777 - SUPÍA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,40
17,CALDAS,17873,17873 - VILLAMARÍA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,15
17,CALDAS,17877,17877 - VITERBO,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,17
18,CAQUETA,18001,18001 - FLORENCIA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,79
18,CAQUETA,18150,18150 - CARTAGENA DEL CHAIRÁ,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,2
18,CAQUETA,18205,18205 - CURILLO,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,2
18,CAQUETA,18247,18247 - EL DONCELLO,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
18,CAQUETA,18410,18410 - LA MONTAÑITA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
18,CAQUETA,18592,18592 - PUERTO RICO,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,2
18,CAQUETA,18753,18753 - SAN VICENTE DEL CAGUÁN,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,2
18,CAQUETA,18785,18785 - SOLITA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
85,CASANARE,85001,85001 - YOPAL,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,194
85,CASANARE,85010,85010 - AGUAZUL,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
85,CASANARE,85125,85125 - HATO COROZAL,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
85,CASANARE,85139,85139 - MANÍ,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,4
85,CASANARE,85162,85162 - MONTERREY,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
85,CASANARE,85250,85250 - PAZ DE ARIPORO,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,4
85,CASANARE,85325,85325 - SAN LUIS DE PALENQUE,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,4
85,CASANARE,85430,85430 - TRINIDAD,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
85,CASANARE,85440,85440 - VILLANUEVA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,2
19,CAUCA,19001,19001 - POPAYÁN,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,395
19,CAUCA,19022,19022 - ALMAGUER,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,1
19,CAUCA,19050,19050 - ARGELIA,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,3
19,CAUCA,19100,19100 - BOLÍVAR,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,7
19,CAUCA,19110,19110 - BUENOS AIRES,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,3
19,CAUCA,19137,19137 - CALDONO,HABITANTES DE LA CALLE,SUBSIDIADO,2022,Diciembre,7
