DPTO,MPIO,CODIGO_DE_LA_ARL,AÑO_DE_INFORME,MES_DE_INFORME,ACTIVEC,RELA_DEP,RELA_INDEP,PRESUACCIDETRASUCE,MUERTES_REPOR_AT,NUEVAPENSIOINVA_R_AT,NUEVAPENSIOINVA_R_EL,INCAPERMAPARCIAR_AT,INCAPERMAPARCIAR_EL
BOGOTA,"BOGOTA, D.C.",1423,2024,9,3329001,271,6,1,1,1,0,0,0
SUCRE,SUCRE,1423,2024,9,1471101,2,0,0,0,0,0,0,0
SANTANDER,ZAPATOCA,1423,2024,9,2551101,5,0,0,0,0,0,0,0
CHOCO,ACANDI,1423,2024,9,4432101,17,0,0,0,0,0,0,0
BOYACA,NOBSA,1423,2024,9,2104001,4,0,0,0,0,0,0,0
CUNDINAMARCA,CAJICA,1423,2024,9,5201301,0,0,0,0,0,0,0,0
CUNDINAMARCA,GIRARDOT,1423,2024,9,1464201,35,0,0,0,0,0,0,0
PUTUMAYO,PUERTO ASIS,1423,2024,9,5351101,0,0,0,0,0,0,0,0
ANTIOQUIA,CIUDAD BOLIVAR,1423,2024,9,3452001,2,0,0,0,0,0,0,0
RISARALDA,PEREIRA,1423,2024,9,2592001,0,0,0,0,0,0,0,0
CUNDINAMARCA,FACATATIVA,1423,2024,9,3869101,8,0,0,0,0,0,0,0
QUINDIO,MONTENEGRO,1423,2024,9,2960301,1,0,0,0,0,0,0,0
BOLIVAR,CARTAGENA,1423,2024,9,3163001,8,0,0,0,0,0,0,0
LA GUAJIRA,MAICAO,1423,2024,9,5161001,5,0,0,0,0,0,0,0
CASANARE,YOPAL,1423,2024,9,1472201,3,2,0,0,0,0,0,0
CAUCA,POPAYAN,1423,2024,9,2014502,1,0,0,0,0,0,0,0
CALDAS,CHINCHINA,1423,2024,9,1682001,2,0,0,0,0,0,0,0
BOYACA,GARAGOA,1423,2024,9,3104002,2,0,0,0,0,0,0,0
CAQUETA,LA MONTAÑITA,1423,2024,9,1823001,0,0,0,0,0,0,0,0
HUILA,GIGANTE,1423,2024,9,4492101,0,1,0,0,0,0,0,0
ANTIOQUIA,RIONEGRO,1423,2024,9,2862101,13,0,0,0,0,0,0,0
QUINDIO,SALENTO,1423,2024,9,5429001,4,0,0,0,0,0,0,0
CAUCA,SUAREZ,1423,2024,9,4466401,5,0,0,0,0,0,0,0
CESAR,AGUSTIN CODAZZI,1423,2024,9,1466401,2,0,0,0,0,0,0,0
TOLIMA,DOLORES,1423,2024,9,1970001,2,0,0,0,0,0,0,0
QUINDIO,MONTENEGRO,1423,2024,9,4452001,2,0,0,0,0,0,0,0
ANTIOQUIA,SAN PEDRO DE URABA,1423,2024,9,2032101,0,0,0,0,0,0,0,0
CUNDINAMARCA,PACHO,1423,2024,9,2551901,0,0,0,0,0,0,0,0
CAQUETA,FLORENCIA,1423,2024,9,2465201,1,0,0,0,0,0,0,0
CASANARE,PAZ DE ARIPORO,1423,2024,9,3861001,23,15,0,0,0,0,0,0
BOGOTA,"BOGOTA, D.C.",1423,2024,9,1692001,4829,489,1,1,1,0,0,0
HUILA,TELLO,1423,2024,9,2462001,0,0,0,0,0,0,0,0
CUNDINAMARCA,CHIA,1423,2024,9,3932901,3,1,0,0,0,0,0,0
CHOCO,QUIBDO,1423,2024,9,4475201,33,0,0,0,0,0,0,0
VICHADA,PUERTO CARREÑO,1423,2024,9,3105101,2,0,0,0,0,0,0,0
CUNDINAMARCA,CHOCONTA,1423,2024,9,1841201,4,23,0,0,0,0,0,0
CUNDINAMARCA,CAJICA,1423,2024,9,4432101,2,1,0,0,0,0,0,0
CAQUETA,FLORENCIA,1423,2024,9,4181104,0,0,0,0,0,0,0,0
BOGOTA,"BOGOTA, D.C.",1423,2024,9,2662901,1,0,0,0,0,0,0,0
QUINDIO,CALARCA,1423,2024,9,3141001,0,0,0,0,0,0,0,0
ANTIOQUIA,MEDELLIN,1423,2024,9,1842101,0,0,0,0,0,0,0,0
N. DE SANTANDER,CUCUTA,1423,2024,9,5016101,0,0,0,0,0,0,0,0
CUNDINAMARCA,SIMIJACA,1423,2024,9,5842302,6,0,0,0,0,0,0,0
CORDOBA,MONTERIA,1423,2024,9,2862102,60,3,0,0,0,0,0,0
VALLE DEL CAUCA,ANDALUCIA,1423,2024,9,5711001,0,0,0,0,0,0,0,0
SANTANDER,BUCARAMANGA,1423,2024,9,1841501,132,10,1,1,1,0,0,0
CUNDINAMARCA,CHOACHI,1423,2024,9,1791101,1,0,0,0,0,0,0,0
VALLE DEL CAUCA,CANDELARIA,1423,2024,9,1472401,0,0,0,0,0,0,0,0
CORDOBA,MONTELIBANO (1),1423,2024,9,1476101,0,0,0,0,0,0,0,0
CUNDINAMARCA,VILLETA,1423,2024,9,3619001,10,0,0,0,0,0,0,0
CUNDINAMARCA,GUATAVITA,1423,2024,9,1941201,1,0,0,0,0,0,0,0
ANTIOQUIA,COPACABANA,1423,2024,9,2014101,18,0,0,0,0,0,0,0
BOYACA,SOATA,1423,2024,9,2750001,2,0,0,0,0,0,0,0
BOYACA,RONDON,1423,2024,9,2011301,0,1,0,0,0,0,0,0
SANTANDER,BARRANCABERMEJA,1423,2024,9,2024001,0,0,0,0,0,0,0,0
MAGDALENA,SANTA MARTA,1423,2024,9,2015001,59,0,1,1,1,0,0,0
BOYACA,SIACHOQUE,1423,2024,9,3492301,1,0,0,0,0,0,0,0
BOYACA,TIBASOSA,1423,2024,9,1941201,0,0,0,0,0,0,0,0
BOYACA,SOATA,1423,2024,9,1749001,3,0,0,0,0,0,0,0
ATLANTICO,SOLEDAD,1423,2024,9,1471901,0,0,0,0,0,0,0,0
ATLANTICO,SOLEDAD,1423,2024,9,2101101,9,0,0,0,0,0,0,0
N. DE SANTANDER,LOS PATIOS,1423,2024,9,5191001,0,0,0,0,0,0,0,0
NARIÑO,RICAURTE,1423,2024,9,4492301,10,0,0,0,0,0,0,0
CUNDINAMARCA,CHIA,1423,2024,9,2311001,1,0,0,0,0,0,0,0
NARIÑO,PASTO,1423,2024,9,5331301,6,0,0,0,0,0,0,0
SANTANDER,GIRON,1423,2024,9,1454101,10,0,0,0,0,0,0,0
RISARALDA,PEREIRA,1423,2024,9,1970001,1183,2,0,0,0,0,0,0
SANTANDER,PUERTO WILCHES,1423,2024,9,2012601,751,0,7,7,7,0,0,0
CASANARE,AGUAZUL,1423,2024,9,1478101,0,0,0,0,0,0,0,0
ANTIOQUIA,APARTADO,1423,2024,9,5711001,134,1,0,0,0,0,0,0
CESAR,SAN DIEGO,1423,2024,9,2032101,0,0,0,0,0,0,0,0
TOLIMA,CHAPARRAL,1423,2024,9,1949101,0,1,0,0,0,0,0,0
BOYACA,CHIQUIZA,1423,2024,9,1749001,3,0,0,0,0,0,0,0
CAQUETA,FLORENCIA,1423,2024,9,3221901,0,4,0,0,0,0,0,0
META,SAN JUANITO,1423,2024,9,1841201,2,0,0,0,0,0,0,0
BOLIVAR,MAGANGUE,1423,2024,9,3619001,3,10,0,0,0,0,0,0
BOLIVAR,CARTAGENA,1423,2024,9,2465201,0,0,0,0,0,0,0,0
ANTIOQUIA,GIRARDOTA,1423,2024,9,2522101,2,0,0,0,0,0,0,0
SUCRE,SAMPUES,1423,2024,9,2466301,6,0,0,0,0,0,0,0
SAN ANDRES,PROVIDENCIA,1423,2024,9,1472301,1,0,0,0,0,0,0,0
VICHADA,PUERTO CARREÑO,1423,2024,9,2014902,0,0,0,0,0,0,0,0
CESAR,VALLEDUPAR,1423,2024,9,1661101,10,0,0,0,0,0,0,0
BOYACA,CHIQUINQUIRA,1423,2024,9,1474201,0,0,0,0,0,0,0,0
CUNDINAMARCA,SUBACHOQUE,1423,2024,9,2466301,4,0,0,0,0,0,0,0
BOYACA,TENZA,1423,2024,9,1881001,1,0,0,0,0,0,0,0
CASANARE,NUNCHIA,1423,2024,9,3108401,0,0,0,0,0,0,0,0
LA GUAJIRA,LA JAGUA DEL PILAR,1423,2024,9,3861001,1,10,0,0,0,0,0,0
PUTUMAYO,ORITO,1423,2024,9,3453001,0,0,0,0,0,0,0,0
ARAUCA,TAME,1423,2024,9,3561901,3,1,0,0,0,0,0,0
PUTUMAYO,PUERTO ASIS,1423,2024,9,1949902,0,0,0,0,0,0,0,0
RISARALDA,MARSELLA,1423,2024,9,1829902,0,7,0,0,0,0,0,0
LA GUAJIRA,MANAURE,1423,2024,9,5411101,0,0,0,0,0,0,0,0
NARIÑO,CORDOBA,1423,2024,9,3861001,13,161,0,0,0,0,0,0
CASANARE,YOPAL,1423,2024,9,2773006,0,0,0,0,0,0,0,0
TOLIMA,ATACO,1423,2024,9,1471101,0,0,0,0,0,0,0,0
ATLANTICO,PUERTO COLOMBIA,1423,2024,9,2011101,0,0,0,0,0,0,0,0
BOGOTA,"BOGOTA, D.C.",1423,2024,9,3611002,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,EL CERRITO,1423,2024,9,2016102,77,0,1,1,1,0,0,0
ANTIOQUIA,CHIGORODO,1423,2024,9,3108101,30,0,0,0,0,0,0,0
BOGOTA,"BOGOTA, D.C.",1423,2024,9,1641101,15,21,0,0,0,0,0,0
CUNDINAMARCA,MOSQUERA,1423,2024,9,2960301,1,0,0,0,0,0,0,0
HUILA,NEIVA,1423,2024,9,2014102,17,0,0,0,0,0,0,0
NARIÑO,SAN PABLO,1423,2024,9,2862201,1,0,0,0,0,0,0,0
CORDOBA,CERETE,1423,2024,9,3861001,0,33,0,0,0,0,0,0
TOLIMA,RONCESVALLES,1423,2024,9,1970001,3,0,0,0,0,0,0,0
TOLIMA,ESPINAL,1423,2024,9,1642101,0,0,0,0,0,0,0,0
SANTANDER,BUCARAMANGA,1423,2024,9,1466901,20,0,0,0,0,0,0,0
ANTIOQUIA,BARBOSA,1423,2024,9,2741001,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,BOLIVAR,1423,2024,9,1681001,0,0,0,0,0,0,0,0
BOYACA,PUERTO BOYACA,1423,2024,9,5429001,29,0,0,0,0,0,0,0
CAUCA,SILVIA,1423,2024,9,2551401,1,0,0,0,0,0,0,0
N. DE SANTANDER,OCAÑA,1423,2024,9,3581301,0,0,0,0,0,0,0,0
BOLIVAR,ARENAL,1423,2024,9,5072202,60,0,0,0,0,0,0,0
BOYACA,MONIQUIRA,1423,2024,9,1829902,0,8,0,0,0,0,0,0
VALLE DEL CAUCA,PALMIRA,1423,2024,9,3453001,14,1,0,0,0,0,0,0
ANTIOQUIA,MEDELLIN,1423,2024,9,2014902,9,0,0,0,0,0,0,0
ANTIOQUIA,GUARNE,1423,2024,9,3561101,3,0,0,0,0,0,0,0
ANTIOQUIA,CONCORDIA,1423,2024,9,3012501,5,0,0,0,0,0,0,0
RISARALDA,SANTA ROSA DE CABAL,1423,2024,9,2014101,6,0,0,0,0,0,0,0
ATLANTICO,BARRANQUILLA,1423,2024,9,1477402,90,0,0,0,0,0,0,0
BOYACA,TUNJA,1423,2024,9,1889001,1921,64,2,2,2,0,0,0
CORDOBA,CHINU,1423,2024,9,1970001,3,1,0,0,0,0,0,0
CUNDINAMARCA,PANDI,1423,2024,9,2016101,0,0,0,0,0,0,0,0
CUNDINAMARCA,PACHO,1423,2024,9,1920001,0,0,0,0,0,0,0,0
CAQUETA,CURILLO,1423,2024,9,1889001,0,0,0,0,0,0,0,0
CUNDINAMARCA,MOSQUERA,1423,2024,9,1477401,0,0,0,0,0,0,0,0
CUNDINAMARCA,MADRID,1423,2024,9,1464301,0,0,0,0,0,0,0,0
CUNDINAMARCA,PACHO,1423,2024,9,1731001,0,0,0,0,0,0,0,0
NARIÑO,EL TAMBO,1423,2024,9,1949101,4,0,0,0,0,0,0,0
ATLANTICO,MALAMBO,1423,2024,9,2472301,5,0,0,0,0,0,0,0
RISARALDA,GUATICA,1423,2024,9,1475201,4,0,0,0,0,0,0,0
META,ACACIAS,1423,2024,9,3109001,12,0,0,0,0,0,0,0
CUNDINAMARCA,GIRARDOT,1423,2024,9,1900401,15,0,0,0,0,0,0,0
CUNDINAMARCA,GACHALA,1423,2024,9,1471901,1,0,0,0,0,0,0,0
HUILA,GARZON,1423,2024,9,1941201,0,0,0,0,0,0,0,0
N. DE SANTANDER,LOS PATIOS,1423,2024,9,5251201,0,0,0,0,0,0,0,0
CAQUETA,PUERTO RICO,1423,2024,9,4259302,0,0,0,0,0,0,0,0
N. DE SANTANDER,OCAÑA,1423,2024,9,1641101,1,0,0,0,0,0,0,0
ANTIOQUIA,RIONEGRO,1423,2024,9,1829902,0,33,1,1,1,0,0,0
NARIÑO,PASTO,1423,2024,9,1464101,7,0,0,0,0,0,0,0
CUNDINAMARCA,VILLETA,1423,2024,9,2960301,0,0,0,0,0,0,0,0
ANTIOQUIA,ZARAGOZA,1423,2024,9,3110401,0,0,0,0,0,0,0,0
CUNDINAMARCA,FUNZA,1423,2024,9,1472201,0,0,0,0,0,0,0,0
ATLANTICO,BARRANQUILLA,1423,2024,9,5411101,14342,45,1,1,1,0,0,0
CALDAS,FILADELFIA,1423,2024,9,1829902,0,1,0,0,0,0,0,0
VALLE DEL CAUCA,SEVILLA,1423,2024,9,1472902,3,0,0,0,0,0,0,0
MAGDALENA,FUNDACION,1423,2024,9,5433001,0,0,0,0,0,0,0,0
BOYACA,TASCO,1423,2024,9,5081101,0,0,0,0,0,0,0,0
BOYACA,SOGAMOSO,1423,2024,9,5051002,16,0,0,0,0,0,0,0
N. DE SANTANDER,CHINACOTA,1423,2024,9,5051001,197,0,2,2,2,0,0,0
ATLANTICO,JUAN DE ACOSTA,1423,2024,9,1561301,1,0,0,0,0,0,0,0
RISARALDA,SANTUARIO,1423,2024,9,1471101,15,0,0,0,0,0,0,0
CASANARE,VILLANUEVA,1423,2024,9,5842302,38,0,1,1,1,0,0,0
SANTANDER,FLORIDABLANCA,1423,2024,9,1829902,1,47,0,0,0,0,0,0
MAGDALENA,PLATO,1423,2024,9,1472902,0,0,0,0,0,0,0,0
HUILA,ELIAS,1423,2024,9,3473101,2,0,0,0,0,0,0,0
ATLANTICO,BARRANQUILLA,1423,2024,9,4466401,5,4,0,0,0,0,0,0
SUCRE,CHALAN,1423,2024,9,1841101,1,0,0,0,0,0,0,0
CUNDINAMARCA,SOACHA,1423,2024,9,1702001,152,1,0,0,0,0,0,0
CUNDINAMARCA,SOPO,1423,2024,9,5439004,9,0,0,0,0,0,0,0
QUINDIO,MONTENEGRO,1423,2024,9,1960201,0,0,0,0,0,0,0,0
CASANARE,AGUAZUL,1423,2024,9,3561901,5,0,0,0,0,0,0,0
META,PUERTO GAITAN,1423,2024,9,1702001,0,0,0,0,0,0,0,0
RISARALDA,DOSQUEBRADAS,1423,2024,9,1471901,83,0,2,2,2,0,0,0
SANTANDER,SOCORRO,1423,2024,9,3107201,58,0,0,0,0,0,0,0
TOLIMA,MURILLO,1423,2024,9,3104001,11,0,0,0,0,0,0,0
VALLE DEL CAUCA,CARTAGO,1423,2024,9,1472201,0,0,0,0,0,0,0,0
META,VILLAVICENCIO,1423,2024,9,4259901,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,JAMUNDI,1423,2024,9,1841501,6,23,0,0,0,0,0,0
CUNDINAMARCA,FUNZA,1423,2024,9,4532001,0,0,0,0,0,0,0,0
TOLIMA,VALLE DE SAN JUAN,1423,2024,9,3383001,0,0,0,0,0,0,0,0
ANTIOQUIA,ITAGUI,1423,2024,9,1651101,3,0,0,0,0,0,0,0
N. DE SANTANDER,VILLA DEL ROSARIO,1423,2024,9,3711001,0,0,0,0,0,0,0,0
ANTIOQUIA,PUERTO BERRIO,1423,2024,9,5161001,7,0,0,0,0,0,0,0
BOYACA,PUERTO BOYACA,1423,2024,9,5433002,0,0,0,0,0,0,0,0
ANTIOQUIA,LA CEJA,1423,2024,9,1476101,3,0,0,0,0,0,0,0
N. DE SANTANDER,TIBU,1423,2024,9,2108901,0,0,0,0,0,0,0,0
CAUCA,BUENOS AIRES,1423,2024,9,2853001,74,1,0,0,0,0,0,0
CUNDINAMARCA,GIRARDOT,1423,2024,9,5433004,0,0,0,0,0,0,0,0
CALDAS,MANIZALES,1423,2024,9,3869201,3,0,0,0,0,0,0,0
CORDOBA,MONTERIA,1423,2024,9,1477201,58,0,0,0,0,0,0,0
CUNDINAMARCA,FUSAGASUGA,1423,2024,9,1823001,23,1,0,0,0,0,0,0
CUNDINAMARCA,LA VEGA,1423,2024,9,1476101,0,0,0,0,0,0,0,0
BOLIVAR,EL CARMEN DE BOLIVAR,1423,2024,9,2014901,0,0,0,0,0,0,0,0
CALDAS,MARMATO,1423,2024,9,1471901,0,0,0,0,0,0,0,0
MAGDALENA,ARACATACA,1423,2024,9,1466101,0,0,0,0,0,0,0,0
CAQUETA,SOLANO,1423,2024,9,1949101,2,0,0,0,0,0,0,0
CUNDINAMARCA,COTA,1423,2024,9,3292001,9,0,0,0,0,0,0,0
BOGOTA,"BOGOTA, D.C.",1423,2024,9,3267001,86,0,0,0,0,0,0,0
RISARALDA,PEREIRA,1423,2024,9,1475101,32,0,0,0,0,0,0,0
ANTIOQUIA,APARTADO,1423,2024,9,3461001,1,0,0,0,0,0,0,0
CUNDINAMARCA,LA VEGA,1423,2024,9,2851101,8,0,0,0,0,0,0,0
SANTANDER,SAN GIL,1423,2024,9,1477301,16,0,0,0,0,0,0,0
ATLANTICO,SABANAGRANDE,1423,2024,9,2104001,0,3,0,0,0,0,0,0
CAUCA,POPAYAN,1423,2024,9,5433003,38,1,0,0,0,0,0,0
ANTIOQUIA,SABANETA,1423,2024,9,1454101,5,0,0,0,0,0,0,0
SUCRE,COVEÑAS,1423,2024,9,5439004,0,0,0,0,0,0,0,0
CUNDINAMARCA,CHIA,1423,2024,9,1620202,5,0,0,0,0,0,0,0
MAGDALENA,EL PIÑON,1423,2024,9,2012701,0,0,0,0,0,0,0,0
CORDOBA,PUERTO LIBERTADOR,1423,2024,9,1471101,0,0,0,0,0,0,0,0
ARAUCA,ARAUCA,1423,2024,9,4522901,13,1,0,0,0,0,0,0
NARIÑO,PASTO,1423,2024,9,2259901,0,3,0,0,0,0,0,0
CESAR,LA JAGUA DE IBIRICO,1423,2024,9,4492101,50,0,0,0,0,0,0,0
CUNDINAMARCA,TABIO,1423,2024,9,2851101,27,0,0,0,0,0,0,0
BOYACA,PAUNA,1423,2024,9,5421001,15,0,0,0,0,0,0,0
CAUCA,SANTANDER DE QUILICHAO,1423,2024,9,1791201,0,0,0,0,0,0,0,0
TOLIMA,ORTEGA,1423,2024,9,5251101,0,0,0,0,0,0,0,0
CALDAS,CHINCHINA,1423,2024,9,3108101,4,0,0,0,0,0,0,0
RISARALDA,PEREIRA,1423,2024,9,3161002,8,0,0,0,0,0,0,0
CORDOBA,SAN ANTERO,1423,2024,9,2551101,4,0,0,0,0,0,0,0
TOLIMA,MARIQUITA,1423,2024,9,2108101,3,0,0,0,0,0,0,0
N. DE SANTANDER,VILLA DEL ROSARIO,1423,2024,9,2151201,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,RESTREPO,1423,2024,9,1477301,0,0,0,0,0,0,0,0
SANTANDER,SIMACOTA,1423,2024,9,5432901,2,0,0,0,0,0,0,0
ANTIOQUIA,MEDELLIN,1423,2024,9,5422001,72,0,0,0,0,0,0,0
CALDAS,MANIZALES,1423,2024,9,4282501,0,0,0,0,0,0,0,0
CUNDINAMARCA,FUSAGASUGA,1423,2024,9,2932901,0,0,0,0,0,0,0,0
CALDAS,RIOSUCIO,1423,2024,9,1463101,2,0,1,1,1,0,0,0
BOYACA,BELEN,1423,2024,9,3473101,29,0,0,0,0,0,0,0
HUILA,NEIVA,1423,2024,9,3210001,5,0,0,0,0,0,0,0
BOYACA,VILLA DE LEYVA,1423,2024,9,1681001,14,0,0,0,0,0,0,0
CAUCA,CORINTO,1423,2024,9,1889001,13,2,0,0,0,0,0,0
CAUCA,BUENOS AIRES,1423,2024,9,1841201,29,93,0,0,0,0,0,0
TOLIMA,ESPINAL,1423,2024,9,5383001,0,0,0,0,0,0,0,0
CORDOBA,CERETE,1423,2024,9,2014102,5,0,0,0,0,0,0,0
SUCRE,SAN PEDRO,1423,2024,9,2465201,51,0,0,0,0,0,0,0
NARIÑO,SAN BERNARDO,1423,2024,9,1471101,1,0,0,0,0,0,0,0
BOLIVAR,CARTAGENA,1423,2024,9,2466301,1432,31,0,0,0,0,0,0
BOYACA,MONGUI,1423,2024,9,1841201,23,24,0,0,0,0,0,0
HUILA,NEIVA,1423,2024,9,3383001,9,0,0,0,0,0,0,0
CAQUETA,FLORENCIA,1423,2024,9,1479101,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,CALI,1423,2024,9,3012501,27,0,1,1,1,0,0,0
N. DE SANTANDER,LOS PATIOS,1423,2024,9,1681001,1,1,0,0,0,0,0,0
BOLIVAR,ARJONA,1423,2024,9,1841201,119,62,1,1,1,0,0,0
ATLANTICO,BARRANQUILLA,1423,2024,9,3210002,0,1,0,0,0,0,0,0
BOYACA,PUERTO BOYACA,1423,2024,9,2551101,18,0,0,0,0,0,0,0
CESAR,GONZALEZ,1423,2024,9,3861001,6,44,0,0,0,0,0,0
CUNDINAMARCA,COTA,1423,2024,9,4466301,0,2,0,0,0,0,0,0
CUNDINAMARCA,MADRID,1423,2024,9,2202301,0,0,0,0,0,0,0,0
CALDAS,MANIZALES,1423,2024,9,1841401,36,15,0,0,0,0,0,0
ANTIOQUIA,CAUCASIA,1423,2024,9,1462003,45,0,0,0,0,0,0,0
CUNDINAMARCA,TIBACUY,1423,2024,9,2551101,0,0,0,0,0,0,0,0
CORDOBA,MONTERIA,1423,2024,9,4432101,123,14,1,1,1,0,0,0
CHOCO,QUIBDO,1423,2024,9,5331401,15,0,0,0,0,0,0,0
CUNDINAMARCA,SIBATE,1423,2024,9,3104001,8,0,0,0,0,0,0,0
SAN ANDRES,SAN ANDRES,1423,2024,9,1477402,1,0,0,0,0,0,0,0
META,GRANADA,1423,2024,9,1474201,0,0,0,0,0,0,0,0
CAUCA,SILVIA,1423,2024,9,1466401,4,0,0,0,0,0,0,0
CASANARE,VILLANUEVA,1423,2024,9,1829902,0,13,0,0,0,0,0,0
PUTUMAYO,COLON,1423,2024,9,1749001,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,ROLDANILLO,1423,2024,9,2462001,8,0,0,0,0,0,0,0
VALLE DEL CAUCA,ZARZAL,1423,2024,9,2862102,0,0,0,0,0,0,0,0
CASANARE,YOPAL,1423,2024,9,3106101,0,0,0,0,0,0,0,0
SANTANDER,EL PLAYON,1423,2024,9,1466401,3,0,0,0,0,0,0,0
N. DE SANTANDER,LA ESPERANZA,1423,2024,9,2011101,4,0,0,0,0,0,0,0
ATLANTICO,PALMAR DE VARELA,1423,2024,9,5432201,0,0,0,0,0,0,0,0
CASANARE,YOPAL,1423,2024,9,3432202,12,0,0,0,0,0,0,0
CASANARE,OROCUE,1423,2024,9,2551101,0,0,0,0,0,0,0,0
META,PUERTO LOPEZ,1423,2024,9,5433001,0,0,0,0,0,0,0,0
SUCRE,SUCRE,1423,2024,9,5711001,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,BUENAVENTURA,1423,2024,9,5081101,0,0,0,0,0,0,0,0
SANTANDER,LEBRIJA,1423,2024,9,3475201,4,0,0,0,0,0,0,0
SUCRE,SINCELEJO,1423,2024,9,2451101,0,0,0,0,0,0,0,0
PUTUMAYO,PUERTO GUZMAN,1423,2024,9,3473101,6,0,0,0,0,0,0,0
CUNDINAMARCA,UTICA,1423,2024,9,4475201,0,0,0,0,0,0,0,0
SUCRE,SINCELEJO,1423,2024,9,5239501,2,0,0,0,0,0,0,0
N. DE SANTANDER,CUCUTA,1423,2024,9,3312001,113,5,0,0,0,0,0,0
ANTIOQUIA,EL SANTUARIO,1423,2024,9,3139202,5,0,0,0,0,0,0,0
RISARALDA,DOSQUEBRADAS,1423,2024,9,3561901,1,0,0,0,0,0,0,0
SANTANDER,OIBA,1423,2024,9,1949101,3,0,0,0,0,0,0,0
ANTIOQUIA,RIONEGRO,1423,2024,9,2952201,0,0,0,0,0,0,0,0
CASANARE,MONTERREY,1423,2024,9,2462001,2,2,0,0,0,0,0,0
CASANARE,YOPAL,1423,2024,9,1682001,61,3,0,0,0,0,0,0
CESAR,MANAURE,1423,2024,9,1477101,0,0,0,0,0,0,0,0
SUCRE,SINCELEJO,1423,2024,9,2900201,0,0,0,0,0,0,0,0
CUNDINAMARCA,FACATATIVA,1423,2024,9,3561901,7,0,0,0,0,0,0,0
HUILA,PITALITO,1423,2024,9,1949101,30,7,0,0,0,0,0,0
ANTIOQUIA,ABEJORRAL,1423,2024,9,2101101,3,0,0,0,0,0,0,0
N. DE SANTANDER,CACOTA,1423,2024,9,3466101,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,CALI,1423,2024,9,2812901,6,0,0,0,0,0,0,0
SANTANDER,ZAPATOCA,1423,2024,9,1691001,3,0,0,0,0,0,0,0
SANTANDER,BARRANCABERMEJA,1423,2024,9,3271201,0,0,0,0,0,0,0,0
ATLANTICO,SOLEDAD,1423,2024,9,1464101,3,0,0,0,0,0,0,0
ANTIOQUIA,BARBOSA,1423,2024,9,1477301,19,0,0,0,0,0,0,0
ANTIOQUIA,REMEDIOS,1423,2024,9,1474201,11,0,0,0,0,0,0,0
MAGDALENA,CIENAGA,1423,2024,9,3108401,29,0,1,1,1,0,0,0
BOYACA,SOGAMOSO,1423,2024,9,5331201,21,0,0,0,0,0,0,0
ANTIOQUIA,ITAGUI,1423,2024,9,5243101,0,0,0,0,0,0,0,0
CHOCO,ISTMINA,1423,2024,9,5072201,12,0,0,0,0,0,0,0
VALLE DEL CAUCA,PALMIRA,1423,2024,9,3151301,2,0,0,0,0,0,0,0
SUCRE,SAN PEDRO,1423,2024,9,1692001,0,0,0,0,0,0,0,0
META,VILLAVICENCIO,1423,2024,9,1477501,31,0,0,0,0,0,0,0
MAGDALENA,SANTA MARTA,1423,2024,9,3432201,0,0,0,0,0,0,0,0
TOLIMA,IBAGUE,1423,2024,9,1464501,123,1,0,0,0,0,0,0
ANTIOQUIA,APARTADO,1423,2024,9,2741001,0,0,0,0,0,0,0,0
ANTIOQUIA,CAREPA,1423,2024,9,1472301,8,0,0,0,0,0,0,0
LA GUAJIRA,ALBANIA,1423,2024,9,4370001,0,0,0,0,0,0,0,0
SANTANDER,SUCRE,1423,2024,9,1642401,7,1,0,0,0,0,0,0
VALLE DEL CAUCA,CALIMA,1423,2024,9,2551401,2,0,0,0,0,0,0,0
CAUCA,SANTANDER DE QUILICHAO,1423,2024,9,2011101,1,0,0,0,0,0,0,0
CESAR,MANAURE,1423,2024,9,5411101,0,0,0,0,0,0,0,0
SANTANDER,BARRANCABERMEJA,1423,2024,9,4275001,3,0,0,0,0,0,0,0
BOLIVAR,CICUCO,1423,2024,9,3861001,3,0,0,0,0,0,0,0
ANTIOQUIA,MEDELLIN,1423,2024,9,4151102,1,0,0,0,0,0,0,0
CAQUETA,CURILLO,1423,2024,9,1949101,1,0,0,0,0,0,0,0
VALLE DEL CAUCA,DAGUA,1423,2024,9,3932901,20,0,0,0,0,0,0,0
SANTANDER,GUADALUPE,1423,2024,9,3360001,8,0,0,0,0,0,0,0
CORDOBA,LA APARTADA,1423,2024,9,4131201,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,DAGUA,1423,2024,9,2011301,6,5,0,0,0,0,0,0
ANTIOQUIA,SANTAFE DE ANTIOQUIA,1423,2024,9,2472101,12,0,0,0,0,0,0,0
CESAR,VALLEDUPAR,1423,2024,9,4239101,1,0,0,0,0,0,0,0
VALLE DEL CAUCA,TORO,1423,2024,9,2462001,2,0,0,0,0,0,0,0
LA GUAJIRA,RIOHACHA,1423,2024,9,1841201,1746,680,1,1,1,0,0,0
