DPTO,MPIO,CODIGO_DE_LA_ARL,AÑO_DE_INFORME,MES_DE_INFORME,ACTIVEC,RELA_DEP,RELA_INDEP,PRESUACCIDETRASUCE,MUERTES_REPOR_AT,NUEVAPENSIOINVA_R_AT,NUEVAPENSIOINVA_R_EL,INCAPERMAPARCIAR_AT,INCAPERMAPARCIAR_EL
QUINDIO,ARMENIA,1423,2024,9,3181201,1,0,0,0,0,0,0,0
SANTANDER,FLORIDABLANCA,1423,2024,9,2900201,1,0,0,0,0,0,0,0
CASANARE,YOPAL,1423,2024,9,1949101,35,2,0,0,0,0,0,0
SANTANDER,GsEPSA,1423,2024,9,4475201,0,1,0,0,0,0,0,0
CHOCO,BAGADO,1423,2024,9,1464501,3,0,0,0,0,0,0,0
META,PUERTO RICO,1423,2024,9,1749001,0,0,0,0,0,0,0,0
CUNDINAMARCA,SAN JUAN DE RIO SECO,1423,2024,9,2014501,0,0,0,0,0,0,0,0
LA GUAJIRA,ALBANIA,1423,2024,9,2551101,0,0,0,0,0,0,0,0
CUNDINAMARCA,COTA,1423,2024,9,1475301,0,0,0,0,0,0,0,0
RISARALDA,PEREIRA,1423,2024,9,3325001,0,0,0,0,0,0,0,0
RISARALDA,MARSELLA,1423,2024,9,1475101,2,0,0,0,0,0,0,0
CUNDINAMARCA,SOPO,1423,2024,9,2014901,0,0,0,0,0,0,0,0
ANTIOQUIA,SAN VICENTE,1423,2024,9,2012101,0,0,0,0,0,0,0,0
ATLANTICO,SOLEDAD,1423,2024,9,3432202,1,0,0,0,0,0,0,0
CAQUETA,FLORENCIA,1423,2024,9,3222902,1,1,0,0,0,0,0,0
VALLE DEL CAUCA,SEVILLA,1423,2024,9,1477101,0,0,0,0,0,0,0,0
ATLANTICO,BARRANQUILLA,1423,2024,9,2105101,15,0,0,0,0,0,0,0
SUCRE,SAN MARCOS,1423,2024,9,1472402,1,0,0,0,0,0,0,0
META,CASTILLA LA NUEVA,1423,2024,9,5383001,0,0,0,0,0,0,0,0
HUILA,NEIVA,1423,2024,9,5081101,5,0,0,0,0,0,0,0
CUNDINAMARCA,SOACHA,1423,2024,9,5051001,0,0,0,0,0,0,0,0
CUNDINAMARCA,MADRID,1423,2024,9,1692001,19,0,0,0,0,0,0,0
HUILA,AGRADO,1423,2024,9,3473101,3,0,0,0,0,0,0,0
ANTIOQUIA,LA CEJA,1423,2024,9,4492101,48,0,0,0,0,0,0,0
CUNDINAMARCA,FACATATIVA,1423,2024,9,1469001,16,0,0,0,0,0,0,0
SUCRE,SANTIAGO DE TOLU,1423,2024,9,2472101,2,0,0,0,0,0,0,0
CHOCO,ACANDI,1423,2024,9,3108401,0,0,0,0,0,0,0,0
BOYACA,PUERTO BOYACA,1423,2024,9,2862201,0,1,0,0,0,0,0,0
ANTIOQUIA,MEDELLIN,1423,2024,9,4492103,471,7,0,0,0,0,0,0
AMAZONAS,LETICIA,1423,2024,9,2011301,0,0,0,0,0,0,0,0
HUILA,PITALITO,1423,2024,9,5411101,36,1,0,0,0,0,0,0
QUINDIO,MONTENEGRO,1423,2024,9,3109001,1,0,0,0,0,0,0,0
META,EL DORADO,1423,2024,9,3101201,0,0,0,0,0,0,0,0
PUTUMAYO,SIBUNDOY,1423,2024,9,4432101,0,0,0,0,0,0,0,0
META,PUERTO RICO,1423,2024,9,2012201,4,2,0,0,0,0,0,0
MAGDALENA,SANTA MARTA,1423,2024,9,1477301,156,1,0,0,0,0,0,0
ANTIOQUIA,COPACABANA,1423,2024,9,5161001,0,0,0,0,0,0,0,0
HUILA,COLOMBIA,1423,2024,9,3360001,4,3,0,0,0,0,0,0
CUNDINAMARCA,LA MESA,1423,2024,9,4429001,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,SEVILLA,1423,2024,9,5432201,0,0,0,0,0,0,0,0
CUNDINAMARCA,LA CALERA,1423,2024,9,1855101,2,7,0,0,0,0,0,0
NARIÑO,LA FLORIDA,1423,2024,9,2462001,0,0,0,0,0,0,0,0
HUILA,NEIVA,1423,2024,9,1854101,3675,1119,3,3,3,0,0,0
AMAZONAS,LETICIA,1423,2024,9,4161001,0,0,0,0,0,0,0,0
CASANARE,OROCUE,1423,2024,9,1454101,2,0,0,0,0,0,0,0
TOLIMA,IBAGUE,1423,2024,9,3466501,49,0,1,1,1,0,0,0
CAUCA,MERCADERES,1423,2024,9,1852201,28,0,0,0,0,0,0,0
QUINDIO,LA TEBAIDA,1423,2024,9,3108401,0,0,0,0,0,0,0,0
CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATE,1423,2024,9,2771001,1,0,0,0,0,0,0,0
CASANARE,YOPAL,1423,2024,9,2024001,0,0,0,0,0,0,0,0
BOYACA,SOGAMOSO,1423,2024,9,2032101,0,0,0,0,0,0,0,0
CAUCA,TIMBIQUI,1423,2024,9,2011401,5,0,0,0,0,0,0,0
SANTANDER,VELEZ,1423,2024,9,3861001,6,13,0,0,0,0,0,0
MAGDALENA,SANTA MARTA,1423,2024,9,2016101,8,2,0,0,0,0,0,0
ANTIOQUIA,MACEO,1423,2024,9,5089902,0,0,0,0,0,0,0,0
RISARALDA,SANTA ROSA DE CABAL,1423,2024,9,1620101,1,0,0,0,0,0,0,0
ATLANTICO,CANDELARIA,1423,2024,9,1970001,0,0,0,0,0,0,0,0
CUNDINAMARCA,FOMEQUE,1423,2024,9,3109001,8,0,0,0,0,0,0,0
CASANARE,AGUAZUL,1423,2024,9,2773004,8,0,0,0,0,0,0,0
CALDAS,MANIZALES,1423,2024,9,2016103,0,0,0,0,0,0,0,0
CUNDINAMARCA,NEMOCON,1423,2024,9,2551101,0,0,0,0,0,0,0,0
BOLIVAR,EL GUAMO,1423,2024,9,1841201,40,63,0,0,0,0,0,0
QUINDIO,ARMENIA,1423,2024,9,4370001,0,0,0,0,0,0,0,0
BOLIVAR,MAGANGUE,1423,2024,9,1472901,10,0,0,0,0,0,0,0
CAUCA,PADILLA,1423,2024,9,5711001,0,0,0,0,0,0,0,0
CUNDINAMARCA,GUASCA,1423,2024,9,2014102,0,0,0,0,0,0,0,0
TOLIMA,IBAGUE,1423,2024,9,2960901,0,0,0,0,0,0,0,0
QUINDIO,LA TEBAIDA,1423,2024,9,3108101,5,0,0,0,0,0,0,0
SANTANDER,SUAITA,1423,2024,9,5711001,0,0,0,0,0,0,0,0
SANTANDER,BARBOSA,1423,2024,9,2853001,25,0,0,0,0,0,0,0
N. DE SANTANDER,SARDINATA,1423,2024,9,2463201,7,0,0,0,0,0,0,0
CUNDINAMARCA,SAN JUAN DE RIO SECO,1423,2024,9,3861001,24,2,0,0,0,0,0,0
CESAR,GONZALEZ,1423,2024,9,1841201,20,21,0,0,0,0,0,0
CUNDINAMARCA,AGUA DE DIOS,1423,2024,9,1881001,0,0,0,0,0,0,0,0
N. DE SANTANDER,TEORAMA,1423,2024,9,3360001,5,2,0,0,0,0,0,0
N. DE SANTANDER,EL ZULIA,1423,2024,9,4466301,15,3,0,0,0,0,0,0
BOYACA,DUITAMA,1423,2024,9,4411101,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,GUADALAJARA DE BUGA,1423,2024,9,2862201,11,0,0,0,0,0,0,0
ANTIOQUIA,SAN ANDRES DE CUERQUIA,1423,2024,9,1471101,0,0,0,0,0,0,0,0
QUINDIO,FILANDIA,1423,2024,9,1970001,18,0,0,0,0,0,0,0
MAGDALENA,CIENAGA,1423,2024,9,1472902,1,0,0,0,0,0,0,0
ANTIOQUIA,CALDAS,1423,2024,9,5411201,21,0,0,0,0,0,0,0
BOYACA,TUNJA,1423,2024,9,5072901,0,0,0,0,0,0,0,0
BOYACA,VENTAQUEMADA,1423,2024,9,1841501,4,11,0,0,0,0,0,0
TOLIMA,CAJAMARCA,1423,2024,9,2462001,0,0,0,0,0,0,0,0
SANTANDER,LEBRIJA,1423,2024,9,2472301,2,0,0,0,0,0,0,0
META,CUBARRAL,1423,2024,9,3105101,0,0,0,0,0,0,0,0
CALDAS,RIOSUCIO,1423,2024,9,2862102,0,5,0,0,0,0,0,0
BOYACA,SOGAMOSO,1423,2024,9,3551101,7,0,0,0,0,0,0,0
CASANARE,TAURAMENA,1423,2024,9,1477201,4,0,0,0,0,0,0,0
ANTIOQUIA,BELLO,1423,2024,9,4531001,0,0,0,0,0,0,0,0
ARAUCA,ARAUCA,1423,2024,9,1731001,19,0,0,0,0,0,0,0
ANTIOQUIA,APARTADO,1423,2024,9,1475501,0,0,0,0,0,0,0,0
CASANARE,AGUAZUL,1423,2024,9,1841501,3,0,0,0,0,0,0,0
CORDOBA,SAN ANTERO,1423,2024,9,1841501,3,0,0,0,0,0,0,0
ATLANTICO,GALAPA,1423,2024,9,4101101,309,1,0,0,0,0,0,0
VALLE DEL CAUCA,BUENAVENTURA,1423,2024,9,2563001,1,0,0,0,0,0,0,0
BOYACA,PUERTO BOYACA,1423,2024,9,4466301,0,0,0,0,0,0,0,0
TOLIMA,IBAGUE,1423,2024,9,3960101,26,0,0,0,0,0,0,0
CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATE,1423,2024,9,2741001,1,0,0,0,0,0,0,0
BOYACA,DUITAMA,1423,2024,9,1475902,1,0,0,0,0,0,0,0
CUNDINAMARCA,FUQUENE,1423,2024,9,2773005,1,0,0,0,0,0,0,0
CASANARE,TAURAMENA,1423,2024,9,5439004,18,0,0,0,0,0,0,0
BOGOTA,"BOGOTA, D.C.",1423,2024,9,3139401,110,2,0,0,0,0,0,0
CUNDINAMARCA,ZIPAQUIRA,1423,2024,9,4161001,1,0,0,0,0,0,0,0
CASANARE,HATO COROZAL,1423,2024,9,5432201,1,0,0,0,0,0,0,0
CESAR,CURUMANI,1423,2024,9,3105101,33,0,0,0,0,0,0,0
QUINDIO,ARMENIA,1423,2024,9,3461001,24,0,0,0,0,0,0,0
CUNDINAMARCA,CAJICA,1423,2024,9,1651201,6,0,0,0,0,0,0,0
CALDAS,CHINCHINA,1423,2024,9,3331201,19,0,0,0,0,0,0,0
ANTIOQUIA,SABANETA,1423,2024,9,4801001,1,0,0,0,0,0,0,0
CHOCO,QUIBDO,1423,2024,9,1841501,6,3,0,0,0,0,0,0
CAUCA,ARGELIA,1423,2024,9,2462001,4,0,0,0,0,0,0,0
QUINDIO,MONTENEGRO,1423,2024,9,2561201,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,GINEBRA,1423,2024,9,2750001,3,0,0,0,0,0,0,0
BOYACA,SOCOTA,1423,2024,9,5711001,7,0,1,1,1,0,0,0
CAUCA,SANTANDER DE QUILICHAO,1423,2024,9,2014501,7,0,0,0,0,0,0,0
CASANARE,YOPAL,1423,2024,9,2851101,303,83,1,1,1,0,0,0
BOLIVAR,MAGANGUE,1423,2024,9,2862102,0,0,0,0,0,0,0,0
ATLANTICO,BARRANQUILLA,1423,2024,9,3202901,0,0,0,0,0,0,0,0
CALDAS,CHINCHINA,1423,2024,9,4466301,0,0,0,0,0,0,0,0
HUILA,LA PLATA,1423,2024,9,4452001,13,0,0,0,0,0,0,0
CUNDINAMARCA,AGUA DE DIOS,1423,2024,9,3131301,1,0,0,0,0,0,0,0
MAGDALENA,PLATO,1423,2024,9,3869101,14,1,0,0,0,0,0,0
META,PUERTO LOPEZ,1423,2024,9,1841201,1,0,0,0,0,0,0,0
BOYACA,PAEZ,1423,2024,9,1691001,1,0,0,0,0,0,0,0
QUINDIO,ARMENIA,1423,2024,9,1473201,24,0,0,0,0,0,0,0
HUILA,NEIVA,1423,2024,9,2108101,10,0,0,0,0,0,0,0
BOLIVAR,MAGANGUE,1423,2024,9,1829902,0,51,0,0,0,0,0,0
SANTANDER,BUCARAMANGA,1423,2024,9,1479901,21,4,0,0,0,0,0,0
ATLANTICO,SABANALARGA,1423,2024,9,5711001,22,0,0,0,0,0,0,0
PUTUMAYO,SANTIAGO,1423,2024,9,1949901,0,0,0,0,0,0,0,0
CESAR,LA JAGUA DE IBIRICO,1423,2024,9,4466301,5,0,0,0,0,0,0,0
RISARALDA,PEREIRA,1423,2024,9,3265101,0,0,0,0,0,0,0,0
SANTANDER,LEBRIJA,1423,2024,9,4532001,1,0,0,0,0,0,0,0
ANTIOQUIA,GIRARDOTA,1423,2024,9,2477401,0,0,0,0,0,0,0,0
ANTIOQUIA,CAMPAMENTO,1423,2024,9,2466301,0,0,0,0,0,0,0,0
TOLIMA,LIBANO,1423,2024,9,3360001,71,4,2,2,2,0,0,0
GUAINIA,INIRIDA,1423,2024,9,2108101,0,0,0,0,0,0,0,0
ATLANTICO,SANTO TOMAS,1423,2024,9,2015001,3,0,0,0,0,0,0,0
VALLE DEL CAUCA,CANDELARIA,1423,2024,9,5332001,0,0,0,0,0,0,0,0
CUNDINAMARCA,FUSAGASUGA,1423,2024,9,2465301,8,0,0,0,0,0,0,0
BOYACA,TOPAGA,1423,2024,9,2851101,38,0,0,0,0,0,0,0
VALLE DEL CAUCA,CALI,1423,2024,9,1781001,17,0,1,1,1,0,0,0
VALLE DEL CAUCA,CARTAGO,1423,2024,9,3619001,173,0,1,1,1,0,0,0
TOLIMA,MELGAR,1423,2024,9,3382101,8,0,0,0,0,0,0,0
ANTIOQUIA,RIONEGRO,1423,2024,9,2012701,9,0,0,0,0,0,0,0
BOLIVAR,CARTAGENA,1423,2024,9,5432901,12,0,0,0,0,0,0,0
ANTIOQUIA,SEGOVIA,1423,2024,9,5081201,0,0,0,0,0,0,0,0
CUNDINAMARCA,GACHANCIPA,1423,2024,9,3619001,6,0,0,0,0,0,0,0
META,GRANADA,1423,2024,9,2016101,0,0,0,0,0,0,0,0
META,CABUYARO,1423,2024,9,2011201,0,0,0,0,0,0,0,0
CHOCO,ATRATO,1423,2024,9,1841101,3,0,0,0,0,0,0,0
VALLE DEL CAUCA,CALI,1423,2024,9,1682001,669,9,0,0,0,0,0,0
NARIÑO,SAN ANDRES DE TUMACO,1423,2024,9,3619001,3,2,0,0,0,0,0,0
TOLIMA,CHAPARRAL,1423,2024,9,1475401,4,0,0,0,0,0,0,0
RISARALDA,PEREIRA,1423,2024,9,1841401,41,97,0,0,0,0,0,0
ANTIOQUIA,BETULIA,1423,2024,9,1471901,0,0,0,0,0,0,0,0
BOYACA,SOGAMOSO,1423,2024,9,4411101,0,0,0,0,0,0,0,0
CUNDINAMARCA,SOACHA,1423,2024,9,1639901,1,0,0,0,0,0,0,0
SANTANDER,BUCARAMANGA,1423,2024,9,3102001,7,0,0,0,0,0,0,0
VALLE DEL CAUCA,BUGALAGRANDE,1423,2024,9,3942001,18,0,0,0,0,0,0,0
N. DE SANTANDER,CUCUTA,1423,2024,9,5842301,109,122,0,0,0,0,0,0
CESAR,BOSCONIA,1423,2024,9,1649901,0,0,0,0,0,0,0,0
LA GUAJIRA,SAN JUAN DEL CESAR,1423,2024,9,5432201,0,0,0,0,0,0,0,0
ANTIOQUIA,RETIRO,1423,2024,9,2851101,0,0,0,0,0,0,0,0
LA GUAJIRA,RIOHACHA,1423,2024,9,1702001,27,2,0,0,0,0,0,0
CUNDINAMARCA,SOACHA,1423,2024,9,2471901,0,0,0,0,0,0,0,0
BOYACA,GARAGOA,1423,2024,9,1471101,57,0,1,1,1,0,0,0
CUNDINAMARCA,SOACHA,1423,2024,9,1472301,0,0,0,0,0,0,0,0
META,VILLAVICENCIO,1423,2024,9,3292001,1,0,0,0,0,0,0,0
SANTANDER,SABANA DE TORRES,1423,2024,9,2014101,13,2,0,0,0,0,0,0
CAUCA,POPAYAN,1423,2024,9,4492301,162,14,0,0,0,0,0,0
PUTUMAYO,ORITO,1423,2024,9,3311001,0,0,0,0,0,0,0,0
PUTUMAYO,PUERTO ASIS,1423,2024,9,1681001,2,0,0,0,0,0,0,0
VALLE DEL CAUCA,FLORIDA,1423,2024,9,4101101,43,0,0,0,0,0,0,0
ANTIOQUIA,MEDELLIN,1423,2024,9,2742001,67,1,0,0,0,0,0,0
BOYACA,SANTA ROSA DE VITERBO,1423,2024,9,2014502,0,0,0,0,0,0,0,0
CUNDINAMARCA,CHIPAQUE,1423,2024,9,3108101,0,0,0,0,0,0,0,0
HUILA,RIVERA,1423,2024,9,2465301,0,0,0,0,0,0,0,0
MAGDALENA,NUEVA GRANADA,1423,2024,9,2014101,21,0,0,0,0,0,0,0
CASANARE,MANI,1423,2024,9,3861001,1,0,0,0,0,0,0,0
ATLANTICO,BARRANQUILLA,1423,2024,9,2104003,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,RESTREPO,1423,2024,9,1471101,1,0,0,0,0,0,0,0
TOLIMA,IBAGUE,1423,2024,9,1851301,34,0,0,0,0,0,0,0
CAUCA,POPAYAN,1423,2024,9,3329001,126,0,0,0,0,0,0,0
BOYACA,TUNJA,1423,2024,9,1651101,16,0,0,0,0,0,0,0
VALLE DEL CAUCA,CARTAGO,1423,2024,9,1651101,7,0,0,0,0,0,0,0
HUILA,GUADALUPE,1423,2024,9,3475201,1,0,0,0,0,0,0,0
CALDAS,MANIZALES,1423,2024,9,1691001,91,2,1,1,1,0,0,0
BOYACA,CHIQUINQUIRA,1423,2024,9,1749001,15,0,0,0,0,0,0,0
CUNDINAMARCA,SAN JUAN DE RIO SECO,1423,2024,9,5842302,1,0,0,0,0,0,0,0
HUILA,LA ARGENTINA,1423,2024,9,5432201,3,0,0,0,0,0,0,0
CUNDINAMARCA,VILLAPINZON,1423,2024,9,2014401,6,0,1,1,1,0,0,0
NARIÑO,PASTO,1423,2024,9,1829902,12,615,0,0,0,0,0,0
CUNDINAMARCA,VILLETA,1423,2024,9,1701001,9,3,0,0,0,0,0,0
CALDAS,LA DORADA,1423,2024,9,4466301,0,0,0,0,0,0,0,0
BOYACA,CHITARAQUE,1423,2024,9,3360001,4,3,0,0,0,0,0,0
ANTIOQUIA,COPACABANA,1423,2024,9,4452001,8,0,0,0,0,0,0,0
QUINDIO,QUIMBAYA,1423,2024,9,4110301,0,0,0,0,0,0,0,0
ARAUCA,SARAVENA,1423,2024,9,1477501,2,0,0,0,0,0,0,0
META,VILLAVICENCIO,1423,2024,9,4293001,0,0,0,0,0,0,0,0
BOGOTA,"BOGOTA, D.C.",1423,2024,9,1474201,740,19,2,2,2,0,0,0
ANTIOQUIA,BELLO,1423,2024,9,1464201,0,0,0,0,0,0,0,0
META,GRANADA,1423,2024,9,3110401,0,0,0,0,0,0,0,0
RISARALDA,LA CELIA,1423,2024,9,1475201,0,0,0,0,0,0,0,0
ANTIOQUIA,ENTRERRIOS,1423,2024,9,2862101,0,0,0,0,0,0,0,0
BOGOTA,"BOGOTA, D.C.",1423,2024,9,2591101,552,224,2,2,2,0,0,0
PUTUMAYO,ORITO,1423,2024,9,1701001,12,0,0,0,0,0,0,0
BOYACA,AQUITANIA,1423,2024,9,1475301,2,0,0,0,0,0,0,0
TOLIMA,IBAGUE,1423,2024,9,2329001,6,0,0,0,0,0,0,0
VALLE DEL CAUCA,BUENAVENTURA,1423,2024,9,1842101,0,0,0,0,0,0,0,0
CAUCA,POPAYAN,1423,2024,9,4201201,21,1,0,0,0,0,0,0
ANTIOQUIA,BELLO,1423,2024,9,2451201,0,0,0,0,0,0,0,0
BOYACA,DUITAMA,1423,2024,9,1949903,0,0,0,0,0,0,0,0
TOLIMA,ATACO,1423,2024,9,3110401,0,0,0,0,0,0,0,0
BOYACA,VENTAQUEMADA,1423,2024,9,2750001,1,0,0,0,0,0,0,0
ANTIOQUIA,SAN PEDRO DE URABA,1423,2024,9,2750001,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,TORO,1423,2024,9,1749001,1,0,0,0,0,0,0,0
ANTIOQUIA,REMEDIOS,1423,2024,9,2016101,0,0,0,0,0,0,0,0
GUAVIARE,SAN JOSE DEL GUAVIARE,1423,2024,9,3181201,12,0,0,0,0,0,0,0
CALDAS,LA DORADA,1423,2024,9,2472101,2,0,0,0,0,0,0,0
CUNDINAMARCA,ZIPAQUIRA,1423,2024,9,5259201,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,CANDELARIA,1423,2024,9,4202901,4,0,0,0,0,0,0,0
ATLANTICO,BARRANQUILLA,1423,2024,9,2652201,3,0,0,0,0,0,0,0
BOLIVAR,TURBACO,1423,2024,9,2811001,16,0,0,0,0,0,0,0
HUILA,PITALITO,1423,2024,9,5521001,14,1,0,0,0,0,0,0
CUNDINAMARCA,AGUA DE DIOS,1423,2024,9,2014101,9,0,0,0,0,0,0,0
ANTIOQUIA,LA CEJA,1423,2024,9,1474101,5,0,0,0,0,0,0,0
NARIÑO,SAMANIEGO,1423,2024,9,2012701,2,0,0,0,0,0,0,0
CUNDINAMARCA,FUSAGASUGA,1423,2024,9,2551101,76,1,1,1,1,0,0,0
CUNDINAMARCA,TENJO,1423,2024,9,2014102,13,0,0,0,0,0,0,0
VALLE DEL CAUCA,DAGUA,1423,2024,9,3473101,11,0,0,0,0,0,0,0
SANTANDER,BARRANCABERMEJA,1423,2024,9,2032201,147,42,0,0,0,0,0,0
META,VILLAVICENCIO,1423,2024,9,3105101,206,11,6,6,6,0,0,0
SANTANDER,PUERTO WILCHES,1423,2024,9,1691001,0,0,0,0,0,0,0,0
ANTIOQUIA,HELICONIA,1423,2024,9,1970001,0,0,0,0,0,0,0,0
CUNDINAMARCA,GIRARDOT,1423,2024,9,2451201,2,0,0,0,0,0,0,0
CAQUETA,MORELIA,1423,2024,9,2014102,6,5,0,0,0,0,0,0
CAUCA,SANTANDER DE QUILICHAO,1423,2024,9,3105101,9,0,0,0,0,0,0,0
BOYACA,CHIQUINQUIRA,1423,2024,9,1479101,1,0,0,0,0,0,0,0
CUNDINAMARCA,UNE,1423,2024,9,1889001,3,0,0,0,0,0,0,0
PUTUMAYO,PUERTO ASIS,1423,2024,9,2015001,0,0,0,0,0,0,0,0
LA GUAJIRA,ALBANIA,1423,2024,9,2021002,1,0,0,0,0,0,0,0
SANTANDER,VELEZ,1423,2024,9,1463101,0,0,0,0,0,0,0,0
NARIÑO,SAN ANDRES DE TUMACO,1423,2024,9,1681001,1,0,0,0,0,0,0,0
N. DE SANTANDER,VILLA DEL ROSARIO,1423,2024,9,5411101,11,0,0,0,0,0,0,0
SANTANDER,GIRON,1423,2024,9,5433002,7,0,0,0,0,0,0,0
CAQUETA,BELEN DE LOS ANDAQUIES,1423,2024,9,5411101,0,0,0,0,0,0,0,0
CORDOBA,CERETE,1423,2024,9,1970001,61,0,0,0,0,0,0,0
N. DE SANTANDER,VILLA DEL ROSARIO,1423,2024,9,2811001,8,0,0,0,0,0,0,0
ANTIOQUIA,SOPETRAN,1423,2024,9,1476101,2,0,0,0,0,0,0,0
BOYACA,TUNJA,1423,2024,9,2471901,0,0,0,0,0,0,0,0
ANTIOQUIA,YARUMAL,1423,2024,9,1970001,29,0,0,0,0,0,0,0
BOYACA,CHIQUINQUIRA,1423,2024,9,2461001,0,0,0,0,0,0,0,0
HUILA,TELLO,1423,2024,9,1464502,3,0,0,0,0,0,0,0
ARAUCA,ARAUCA,1423,2024,9,1472901,0,0,0,0,0,0,0,0
BOYACA,GUAYATA,1423,2024,9,2014501,3,0,0,0,0,0,0,0
N. DE SANTANDER,CUCUTA,1423,2024,9,5351103,0,0,0,0,0,0,0,0
BOLIVAR,SANTA ROSA DEL SUR,1423,2024,9,2014101,3,0,0,0,0,0,0,0
ANTIOQUIA,TURBO,1423,2024,9,1464301,128,0,0,0,0,0,0,0
ANTIOQUIA,CALDAS,1423,2024,9,2466301,14,0,0,0,0,0,0,0
BOYACA,DUITAMA,1423,2024,9,5051002,2,0,0,0,0,0,0,0
VALLE DEL CAUCA,YUMBO,1423,2024,9,2202901,2,0,0,0,0,0,0,0
SANTANDER,CIMITARRA,1423,2024,9,2012701,1,0,0,0,0,0,0,0
CAUCA,PADILLA,1423,2024,9,3360001,6,3,0,0,0,0,0,0
ANTIOQUIA,ARBOLETES,1423,2024,9,2012201,0,0,0,0,0,0,0,0
CHOCO,QUIBDO,1423,2024,9,2771001,0,0,0,0,0,0,0,0
CALDAS,VILLAMARIA,1423,2024,9,2472301,11,0,0,0,0,0,0,0
N. DE SANTANDER,CUCUTA,1423,2024,9,3108201,6,3,0,0,0,0,0,0
QUINDIO,ARMENIA,1423,2024,9,1462001,59,0,0,0,0,0,0,0
BOYACA,SUTAMARCHAN,1423,2024,9,2011301,14,0,0,0,0,0,0,0
SUCRE,SAN LUIS DE SINCE,1423,2024,9,1475201,1,0,0,0,0,0,0,0
BOYACA,CHIQUINQUIRA,1423,2024,9,5072201,0,0,0,0,0,0,0,0
ANTIOQUIA,VALDIVIA,1423,2024,9,1823001,0,0,0,0,0,0,0,0
SANTANDER,BUCARAMANGA,1423,2024,9,5281904,67,1,1,1,1,0,0,0
RISARALDA,DOSQUEBRADAS,1423,2024,9,3222901,3,0,0,0,0,0,0,0
SUCRE,SAMPUES,1423,2024,9,2014101,0,0,0,0,0,0,0,0
QUINDIO,ARMENIA,1423,2024,9,1464201,16,0,0,0,0,0,0,0
ANTIOQUIA,APARTADO,1423,2024,9,3012501,0,0,0,0,0,0,0,0
TOLIMA,IBAGUE,1423,2024,9,1889001,237,93,2,2,2,0,0,0
VALLE DEL CAUCA,PALMIRA,1423,2024,9,1478101,2,0,0,0,0,0,0,0
CUNDINAMARCA,GUASCA,1423,2024,9,2012101,23,2,1,1,1,0,0,0
PUTUMAYO,PUERTO ASIS,1423,2024,9,3861001,36,287,0,0,0,0,0,0
CUNDINAMARCA,TENJO,1423,2024,9,3331201,6,0,0,0,0,0,0,0
CUNDINAMARCA,SILVANIA,1423,2024,9,4492301,0,0,0,0,0,0,0,0
HUILA,PITALITO,1423,2024,9,4432101,2,0,0,0,0,0,0,0
BOYACA,SOGAMOSO,1423,2024,9,3581901,9,1,0,0,0,0,0,0
BOLIVAR,MARIA LA BAJA,1423,2024,9,1474201,2,0,0,0,0,0,0,0
META,ACACIAS,1423,2024,9,1829902,0,5,0,0,0,0,0,0
CUNDINAMARCA,UBAQUE,1423,2024,9,2016101,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,TULUA,1423,2024,9,1478101,3,0,0,0,0,0,0,0
BOGOTA,"BOGOTA, D.C.",1423,2024,9,1661501,11,0,0,0,0,0,0,0
CESAR,EL COPEY,1423,2024,9,1702001,0,0,0,0,0,0,0,0
ATLANTICO,BARANOA,1423,2024,9,1620901,0,0,0,0,0,0,0,0
BOYACA,MONGUI,1423,2024,9,3861001,3,3,0,0,0,0,0,0
BOYACA,GARAGOA,1423,2024,9,5411101,3,0,0,0,0,0,0,0
ANTIOQUIA,MEDELLIN,1423,2024,9,5016101,1,0,0,0,0,0,0,0
CAUCA,POPAYAN,1423,2024,9,2104001,0,0,0,0,0,0,0,0
BOLIVAR,CARTAGENA,1423,2024,9,1889001,513,4,4,4,4,0,0,0
ANTIOQUIA,YONDO,1423,2024,9,5421001,0,0,0,0,0,0,0,0
CHOCO,RIOSUCIO (2),1423,2024,9,2012201,39,1,2,2,2,0,0,0
SANTANDER,BUCARAMANGA,1423,2024,9,5869201,7,0,0,0,0,0,0,0
CALDAS,RIOSUCIO,1423,2024,9,3141002,11,0,0,0,0,0,0,0
VICHADA,PUERTO CARREÑO,1423,2024,9,1851301,37,0,0,0,0,0,0,0
ANTIOQUIA,SANTAFE DE ANTIOQUIA,1423,2024,9,1561301,0,0,0,0,0,0,0,0
SANTANDER,LA BELLEZA,1423,2024,9,2014401,1,0,0,0,0,0,0,0
ANTIOQUIA,COPACABANA,1423,2024,9,3932901,9,0,0,0,0,0,0,0
CORDOBA,MONTERIA,1423,2024,9,1474201,72,0,0,0,0,0,0,0
BOYACA,MACANAL,1423,2024,9,3360001,6,0,0,0,0,0,0,0
SUCRE,GALERAS,1423,2024,9,5429001,0,0,0,0,0,0,0,0
